User_ID,Num_Bets,Bet_Amount,Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Outcomes,Commission,Effective_Bet_Amount,Payout,Profit,Net_Profit,Cumulative_Profit
36,5,279.36,[400 115 105 220 100],"[0.2, 0.46511627906976744, 0.4878048780487805, 0.3125, 0.5]",0.007090187180941576,141.04000000000002,0.965421157118548,"['Loss', 'Win', 'Win', 'Loss', 'Win']",27.936000000000003,251.424,100.56960000000001,-178.7904,-128.50560000000002,-1856.1255499999995
51,5,183.51,[-450  300  400 -200 -200],"[0.8181818181818182, 0.25, 0.2, 0.6666666666666666, 0.6666666666666666]",0.01818181818181818,55.0,1.6015151515151516,"['Win', 'Win', 'Loss', 'Win', 'Loss']",18.351,165.159,66.0636,-117.4464,-84.4146,-1973.5719499999996
76,3,89.78,[ 500 -450 -105],"[0.16666666666666666, 0.8181818181818182, 0.5121951219512195]",0.06984478935698447,14.317460317460318,0.4970436067997044,"['Win', 'Loss', 'Loss']",8.978,80.802,0.0,-89.78,80.802,-2063.3519499999998
90,3,55.95,[-150  400  110],"[0.6, 0.2, 0.47619047619047616]",0.057142857142857134,17.500000000000004,0.2761904761904761,"['Win', 'Loss', 'Win']",5.595000000000001,50.355000000000004,62.94375000000001,6.993750000000006,-68.53875000000001,-2056.3581999999997
66,5,232.85,[ 115 -450  300 -120 -120],"[0.46511627906976744, 0.8181818181818182, 0.25, 0.5454545454545454, 0.5454545454545454]",0.028305348313036185,35.32901234567901,1.6242071881606766,"['Loss', 'Win', 'Loss', 'Win', 'Loss']",23.285,209.565,0.0,-232.85,209.565,-2289.2081999999996
35,5,111.28,[-150 -200 -120 -500 -400],"[0.6, 0.6666666666666666, 0.5454545454545454, 0.8333333333333334, 0.8]",0.14545454545454545,6.875,2.4454545454545453,"['Loss', 'Win', 'Win', 'Win', 'Win']",11.128,100.152,200.304,89.024,-211.43200000000002,-2200.1841999999997
76,3,348.79,[-400  500 -200],"[0.8, 0.16666666666666666, 0.6666666666666666]",0.08888888888888888,11.250000000000002,0.6333333333333333,"['Win', 'Loss', 'Win']",34.879000000000005,313.911,392.38875,43.598749999999995,-427.26775000000004,-2156.5854499999996
67,4,411.54,[ 180 -150  300  105],"[0.35714285714285715, 0.6, 0.25, 0.4878048780487805]",0.026132404181184666,38.26666666666667,0.6949477351916376,"['Win', 'Win', 'Loss', 'Loss']",41.154,370.386,0.0,-411.54,370.386,-2568.1254499999995
100,3,77.79,[-400 -150  220],"[0.8, 0.6, 0.3125]",0.15,6.666666666666667,0.7124999999999999,"['Loss', 'Loss', 'Win']",7.779000000000001,70.01100000000001,0.0,-77.79,70.01100000000001,-2645.9154499999995
5,4,225.65,[-450  115  500  100],"[0.8181818181818182, 0.46511627906976744, 0.16666666666666666, 0.5]",0.03171247357293869,31.533333333333335,0.9499647639182525,"['Win', 'Loss', 'Loss', 'Loss']",22.565,203.085,0.0,-225.65,203.085,-2871.5654499999996
37,2,327.56,[-500 -105],"[0.8333333333333334, 0.5121951219512195]",0.426829268292683,2.3428571428571425,0.345528455284553,"['Win', 'Win']",32.756,294.804,884.4119999999999,556.8519999999999,-917.1679999999999,-2314.7134499999997
77,5,394.93,[-120 -450 -200 -105 -450],"[0.5454545454545454, 0.8181818181818182, 0.6666666666666666, 0.5121951219512195, 0.8181818181818182]",0.12468160744717892,8.020429159318047,2.360679970436068,"['Loss', 'Loss', 'Win', 'Loss', 'Win']",39.493,355.437,0.0,-394.93,355.437,-2709.6434499999996
89,6,408.22,[ 100 -120  100  400  100 -400],"[0.5, 0.5454545454545454, 0.5, 0.2, 0.5, 0.8]",0.01090909090909091,91.66666666666666,2.045454545454545,"['Loss', 'Win', 'Loss', 'Loss', 'Win', 'Win']",40.822,367.398,0.0,-408.22,367.398,-3117.86345
48,4,108.89,[110 115 500 400],"[0.47619047619047616, 0.46511627906976744, 0.16666666666666666, 0.2]",0.007382798080472499,135.45000000000002,0.30797342192691035,"['Win', 'Win', 'Loss', 'Loss']",10.889000000000001,98.001,0.0,-108.89,98.001,-3226.7534499999997
33,2,50.86,[100 500],"[0.5, 0.16666666666666666]",0.08333333333333333,12.0,-0.33333333333333337,"['Loss', 'Loss']",5.086,45.774,0.0,-50.86,45.774,-3277.61345
75,3,322.62,[-200 -200  105],"[0.6666666666666666, 0.6666666666666666, 0.4878048780487805]",0.2168021680216802,4.612500000000001,0.8211382113821137,"['Loss', 'Loss', 'Win']",32.262,290.358,0.0,-322.62,290.358,-3600.2334499999997
61,3,191.35,[-400 -200 -450],"[0.8, 0.6666666666666666, 0.8181818181818182]",0.4363636363636364,2.2916666666666665,1.2848484848484851,"['Win', 'Loss', 'Loss']",19.135,172.215,0.0,-191.35,172.215,-3791.5834499999996
74,5,31.29,[-120  100  100  105 -500],"[0.5454545454545454, 0.5, 0.5, 0.4878048780487805, 0.8333333333333334]",0.05543237250554323,18.040000000000003,1.8665927568366594,"['Loss', 'Win', 'Loss', 'Loss', 'Win']",3.129,28.160999999999998,0.0,-31.29,28.160999999999998,-3822.8734499999996
35,5,93.2,[100 300 400 100 500],"[0.5, 0.25, 0.2, 0.5, 0.16666666666666666]",0.0020833333333333333,480.0,0.6166666666666667,"['Loss', 'Loss', 'Loss', 'Loss', 'Loss']",9.32,83.88,0.0,-93.2,83.88,-3916.0734499999994
49,6,437.22,[ 115  300 -200 -500  105 -200],"[0.46511627906976744, 0.25, 0.6666666666666666, 0.8333333333333334, 0.4878048780487805, 0.6666666666666666]",0.021007962017604673,47.601,2.3695878237852144,"['Win', 'Loss', 'Win', 'Win', 'Win', 'Win']",43.72200000000001,393.49800000000005,786.9960000000001,349.77600000000007,-830.7180000000001,-3566.297449999999
53,6,369.34,[-150 -120 -120 -200 -105 -105],"[0.6, 0.5454545454545454, 0.5454545454545454, 0.6666666666666666, 0.5121951219512195, 0.5121951219512195]",0.031221085442057803,32.02963592844546,2.3819660014781965,"['Win', 'Loss', 'Loss', 'Loss', 'Loss', 'Win']",36.934,332.40599999999995,0.0,-369.34,332.40599999999995,-3935.6374499999993
69,6,102.0,[-105 -450 -200 -500 -150  500],"[0.5121951219512195, 0.8181818181818182, 0.6666666666666666, 0.8333333333333334, 0.6, 0.16666666666666666]",0.023281596452328163,42.95238095238095,2.5970436067997045,"['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",10.200000000000001,91.8,0.0,-102.0,91.8,-4037.6374499999993
29,2,295.66,[105 220],"[0.4878048780487805, 0.3125]",0.1524390243902439,6.5600000000000005,-0.19969512195121952,"['Loss', 'Loss']",29.566000000000003,266.09400000000005,0.0,-295.66,266.09400000000005,-4333.297449999999
74,2,408.52,[-200 -150],"[0.6666666666666666, 0.6]",0.39999999999999997,2.5,0.2666666666666666,"['Loss', 'Loss']",40.852000000000004,367.668,0.0,-408.52,367.668,-4741.817449999999
8,4,111.32,[ 115 -150  220  100],"[0.46511627906976744, 0.6, 0.3125, 0.5]",0.0436046511627907,22.933333333333334,0.8776162790697675,"['Win', 'Win', 'Win', 'Win']",11.132,100.18799999999999,500.93999999999994,389.61999999999995,-512.0719999999999,-4352.197449999999
62,3,279.95,[ 115  110 -450],"[0.46511627906976744, 0.47619047619047616, 0.8181818181818182]",0.1812141347025068,5.5183333333333335,0.759488573442062,"['Loss', 'Loss', 'Win']",27.995,251.95499999999998,0.0,-279.95,251.95499999999998,-4632.147449999999
85,3,348.99,[-400 -450  220],"[0.8, 0.8181818181818182, 0.3125]",0.20454545454545459,4.8888888888888875,0.9306818181818182,"['Win', 'Win', 'Loss']",34.899,314.091,392.61375,43.62374999999997,-427.51275,-4588.523699999999
48,6,324.81,[ 300  100 -200  180 -200  110],"[0.25, 0.5, 0.6666666666666666, 0.35714285714285715, 0.6666666666666666, 0.47619047619047616]",0.009448223733938018,105.84000000000002,1.9166666666666665,"['Loss', 'Loss', 'Win', 'Win', 'Win', 'Win']",32.481,292.329,116.9316,-207.8784,-149.4126,-4796.402099999998
54,2,211.91,[-500 -450],"[0.8333333333333334, 0.8181818181818182]",0.6818181818181819,1.4666666666666666,0.6515151515151516,"['Win', 'Win']",21.191000000000003,190.719,572.1569999999999,360.24699999999996,-593.348,-4436.155099999998
33,3,495.78,[-105 -120  400],"[0.5121951219512195, 0.5454545454545454, 0.2]",0.055875831485587585,17.896825396825395,0.2576496674057649,"['Loss', 'Loss', 'Loss']",49.578,446.202,0.0,-495.78,446.202,-4931.935099999998
4,6,10.74,[-200  220  400  300 -400 -120],"[0.6666666666666666, 0.3125, 0.2, 0.25, 0.8, 0.5454545454545454]",0.004545454545454545,220.0,1.7746212121212124,"['Win', 'Loss', 'Loss', 'Loss', 'Win', 'Loss']",1.074,9.666,0.0,-10.74,9.666,-4942.675099999998
35,2,347.88,[ 105 -500],"[0.4878048780487805, 0.8333333333333334]",0.4065040650406504,2.46,0.32113821138211396,"['Loss', 'Win']",34.788000000000004,313.092,0.0,-347.88,313.092,-5290.555099999998
42,2,69.07,[ 100 -400],"[0.5, 0.8]",0.4,2.5,0.30000000000000004,"['Loss', 'Win']",6.907,62.163,0.0,-69.07,62.163,-5359.6250999999975
26,3,482.22,[-120 -400 -105],"[0.5454545454545454, 0.8, 0.5121951219512195]",0.22350332594235034,4.474206349206349,0.857649667405765,"['Win', 'Win', 'Win']",48.22200000000001,433.99800000000005,976.4955000000001,494.2755000000001,-1024.7175000000002,-4865.349599999998
30,4,76.07,[180 400 115 300],"[0.35714285714285715, 0.2, 0.46511627906976744, 0.25]",0.008305647840531562,120.39999999999999,0.27225913621262454,"['Win', 'Loss', 'Loss', 'Loss']",7.606999999999999,68.463,0.0,-76.07,68.463,-4941.419599999997
27,3,276.51,[105 100 105],"[0.4878048780487805, 0.5, 0.4878048780487805]",0.11897679952409279,8.405000000000001,0.47560975609756095,"['Loss', 'Loss', 'Loss']",27.651,248.85899999999998,0.0,-276.51,248.85899999999998,-5217.929599999998
54,5,450.09,[-200  115  400  400 -450],"[0.6666666666666666, 0.46511627906976744, 0.2, 0.2, 0.8181818181818182]",0.010147991543340382,98.54166666666666,1.3499647639182522,"['Win', 'Win', 'Loss', 'Loss', 'Win']",45.009,405.08099999999996,162.0324,-288.0576,-207.0414,-5505.987199999998
86,2,193.8,[-105  105],"[0.5121951219512195, 0.4878048780487805]",0.2498512790005949,4.002380952380952,0.0,"['Win', 'Loss']",19.380000000000003,174.42000000000002,0.0,-193.8,174.42000000000002,-5699.787199999998
22,4,497.95,[-150  110 -150  220],"[0.6, 0.47619047619047616, 0.6, 0.3125]",0.05357142857142856,18.66666666666667,0.988690476190476,"['Loss', 'Win', 'Loss', 'Loss']",49.795,448.155,0.0,-497.95,448.155,-6197.737199999998
75,4,248.22,[-400 -200  220  500],"[0.8, 0.6666666666666666, 0.3125, 0.16666666666666666]",0.027777777777777776,36.0,0.9458333333333335,"['Loss', 'Win', 'Win', 'Loss']",24.822000000000003,223.398,0.0,-248.22,223.398,-6445.957199999998
28,2,472.34,[-450 -120],"[0.8181818181818182, 0.5454545454545454]",0.4462809917355372,2.2407407407407405,0.36363636363636376,"['Win', 'Loss']",47.234,425.106,0.0,-472.34,425.106,-6918.297199999998
59,4,309.37,[ 115 -200 -450  100],"[0.46511627906976744, 0.6666666666666666, 0.8181818181818182, 0.5]",0.12684989429175475,7.883333333333334,1.4499647639182522,"['Win', 'Win', 'Win', 'Loss']",30.937,278.433,417.6495,108.27949999999998,-448.5865,-6810.0176999999985
8,6,267.27,[-500 -105  110 -150 -500  400],"[0.8333333333333334, 0.5121951219512195, 0.47619047619047616, 0.6, 0.8333333333333334, 0.2]",0.020325203252032523,49.199999999999996,2.455052264808363,"['Win', 'Win', 'Win', 'Win', 'Win', 'Loss']",26.727,240.54299999999998,481.08599999999996,213.81599999999997,-507.81299999999993,-6596.201699999999
96,3,176.39,[-450  500 -120],"[0.8181818181818182, 0.16666666666666666, 0.5454545454545454]",0.07438016528925619,13.444444444444446,0.5303030303030303,"['Win', 'Loss', 'Win']",17.639,158.75099999999998,198.43874999999997,22.048749999999984,-216.07774999999998,-6574.152949999999
62,6,27.3,[500 105 500 115 300 180],"[0.16666666666666666, 0.4878048780487805, 0.16666666666666666, 0.46511627906976744, 0.25, 0.35714285714285715]",0.0005627132683286966,1777.104,0.8933973475947383,"['Win', 'Win', 'Loss', 'Win', 'Loss', 'Win']",2.7300000000000004,24.57,9.828000000000001,-17.472,-12.558000000000002,-6591.6249499999985
100,5,389.55,[-400 -120 -150  220  105],"[0.8, 0.5454545454545454, 0.6, 0.3125, 0.4878048780487805]",0.03991130820399112,25.05555555555556,1.7457594235033258,"['Win', 'Win', 'Loss', 'Loss', 'Win']",38.955000000000005,350.595,140.23800000000003,-249.31199999999998,-179.19300000000004,-6840.936949999998
52,4,18.5,[-400 -200 -500 -120],"[0.8, 0.6666666666666666, 0.8333333333333334, 0.5454545454545454]",0.24242424242424243,4.125,1.8454545454545457,"['Win', 'Win', 'Win', 'Win']",1.85,16.65,83.25,64.75,-85.1,-6776.186949999998
35,6,241.68,[ 115  100 -120 -200  220  400],"[0.46511627906976744, 0.5, 0.5454545454545454, 0.6666666666666666, 0.3125, 0.2]",0.005285412262156447,189.20000000000002,1.6897374911909795,"['Loss', 'Loss', 'Loss', 'Win', 'Loss', 'Win']",24.168000000000003,217.512,0.0,-241.68,217.512,-7017.866949999999
47,2,410.59,[ 105 -200],"[0.4878048780487805, 0.6666666666666666]",0.3252032520325203,3.075,0.154471544715447,"['Win', 'Win']",41.059,369.53099999999995,1108.5929999999998,698.0029999999999,-1149.6519999999998,-6319.863949999999
53,6,341.26,[ 115 -500 -105 -500  400 -105],"[0.46511627906976744, 0.8333333333333334, 0.5121951219512195, 0.8333333333333334, 0.2, 0.5121951219512195]",0.01694727667639694,59.0065306122449,2.3561731896388736,"['Loss', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",34.126,307.134,0.0,-341.26,307.134,-6661.123949999999
19,6,439.24,[-500 -120  100 -500  110 -105],"[0.8333333333333334, 0.5454545454545454, 0.5, 0.8333333333333334, 0.47619047619047616, 0.5121951219512195]",0.04619364375461936,21.648000000000003,2.700506810262908,"['Loss', 'Win', 'Win', 'Win', 'Loss', 'Loss']",43.92400000000001,395.31600000000003,0.0,-439.24,395.31600000000003,-7100.363949999999
24,4,263.36,[-400 -500 -150 -200],"[0.8, 0.8333333333333334, 0.6, 0.6666666666666666]",0.26666666666666666,3.75,1.9,"['Win', 'Win', 'Win', 'Loss']",26.336000000000002,237.024,355.536,92.17599999999999,-381.872,-7008.187949999999
4,4,149.32,[-400 -400 -105 -200],"[0.8, 0.8, 0.5121951219512195, 0.6666666666666666]",0.21853658536585369,4.575892857142857,1.7788617886178861,"['Win', 'Loss', 'Loss', 'Win']",14.932,134.388,0.0,-149.32,134.388,-7157.507949999998
71,4,435.92,[-120 -400 -150  115],"[0.5454545454545454, 0.8, 0.6, 0.46511627906976744]",0.12177589852008455,8.211805555555557,1.4105708245243127,"['Win', 'Loss', 'Win', 'Win']",43.592000000000006,392.32800000000003,588.4920000000001,152.57200000000006,-632.0840000000001,-7004.935949999998
25,4,428.87,[180 220 500 300],"[0.35714285714285715, 0.3125, 0.16666666666666666, 0.25]",0.004650297619047619,215.04,0.08630952380952372,"['Loss', 'Loss', 'Loss', 'Loss']",42.887,385.983,0.0,-428.87,385.983,-7433.805949999998
52,6,155.04,[ 105  110 -400 -500 -105 -150],"[0.4878048780487805, 0.47619047619047616, 0.8, 0.8333333333333334, 0.5121951219512195, 0.6]",0.047590719809637125,21.0125,2.7095238095238097,"['Win', 'Loss', 'Loss', 'Win', 'Win', 'Win']",15.504,139.536,55.814400000000006,-99.22559999999999,-71.31840000000001,-7533.031549999998
7,4,52.0,[-500 -150 -150 -200],"[0.8333333333333334, 0.6, 0.6, 0.6666666666666666]",0.19999999999999998,5.0,1.6999999999999997,"['Loss', 'Win', 'Loss', 'Win']",5.2,46.8,0.0,-52.0,46.8,-7585.031549999998
45,2,138.36,[-450 -150],"[0.8181818181818182, 0.6]",0.4909090909090909,2.037037037037037,0.4181818181818182,"['Win', 'Loss']",13.836000000000002,124.52400000000002,0.0,-138.36,124.52400000000002,-7723.391549999998
88,5,393.48,[ 180 -120 -150  110 -400],"[0.35714285714285715, 0.5454545454545454, 0.6, 0.47619047619047616, 0.8]",0.04452690166975881,22.458333333333332,1.7787878787878793,"['Loss', 'Loss', 'Loss', 'Loss', 'Win']",39.348000000000006,354.132,0.0,-393.48,354.132,-8116.871549999998
37,3,136.28,[ 220 -200 -120],"[0.3125, 0.6666666666666666, 0.5454545454545454]",0.11363636363636362,8.8,0.5246212121212119,"['Win', 'Win', 'Win']",13.628,122.652,275.967,139.68699999999998,-289.59499999999997,-7977.184549999998
86,4,168.55,[400 500 500 180],"[0.2, 0.16666666666666666, 0.16666666666666666, 0.35714285714285715]",0.001984126984126984,504.0,-0.10952380952380958,"['Loss', 'Loss', 'Loss', 'Loss']",16.855,151.69500000000002,0.0,-168.55,151.69500000000002,-8145.734549999998
15,5,212.68,[ 180 -500 -120 -200  220],"[0.35714285714285715, 0.8333333333333334, 0.5454545454545454, 0.6666666666666666, 0.3125]",0.03382034632034632,29.568,1.7150974025974026,"['Loss', 'Win', 'Win', 'Win', 'Loss']",21.268,191.412,76.5648,-136.11520000000002,-97.8328,-8281.849749999998
84,5,118.64,[105 110 180 180 500],"[0.4878048780487805, 0.47619047619047616, 0.35714285714285715, 0.35714285714285715, 0.16666666666666666]",0.004938096028190602,202.5072,0.8449477351916377,"['Loss', 'Loss', 'Loss', 'Win', 'Loss']",11.864,106.776,0.0,-118.64,106.776,-8400.489749999997
86,2,21.08,[115 400],"[0.46511627906976744, 0.2]",0.09302325581395349,10.75,-0.33488372093023255,"['Loss', 'Loss']",2.108,18.971999999999998,0.0,-21.08,18.971999999999998,-8421.569749999997
41,6,141.7,[-450  500 -120  100  105  400],"[0.8181818181818182, 0.16666666666666666, 0.5454545454545454, 0.5, 0.4878048780487805, 0.2]",0.003628300745817375,275.61111111111114,1.718107908351811,"['Loss', 'Loss', 'Loss', 'Win', 'Loss', 'Loss']",14.17,127.52999999999999,0.0,-141.7,127.52999999999999,-8563.269749999998
84,3,202.53,[180 500 180],"[0.35714285714285715, 0.16666666666666666, 0.35714285714285715]",0.021258503401360544,47.04,-0.11904761904761907,"['Win', 'Loss', 'Win']",20.253,182.277,227.84625,25.316249999999997,-248.09924999999998,-8537.953499999998
86,5,19.93,[-450  100  180 -150  105],"[0.8181818181818182, 0.5, 0.35714285714285715, 0.6, 0.4878048780487805]",0.04276211593284765,23.38518518518518,1.7631295533734561,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",1.993,17.937,0.0,-19.93,17.937,-8557.883499999998
28,2,205.16,[-120 -200],"[0.5454545454545454, 0.6666666666666666]",0.3636363636363636,2.7500000000000004,0.21212121212121193,"['Loss', 'Win']",20.516000000000002,184.644,0.0,-205.16,184.644,-8763.043499999998
43,6,10.43,[-150 -400 -500 -450 -450 -400],"[0.6, 0.8, 0.8333333333333334, 0.8181818181818182, 0.8181818181818182, 0.8]",0.21421487603305792,4.668209876543209,3.66969696969697,"['Loss', 'Win', 'Loss', 'Win', 'Win', 'Win']",1.043,9.387,3.7548000000000004,-6.675199999999999,-4.7978000000000005,-8769.718699999998
50,4,233.97,[-200 -105 -500 -150],"[0.6666666666666666, 0.5121951219512195, 0.8333333333333334, 0.6]",0.17073170731707316,5.857142857142858,1.6121951219512196,"['Win', 'Loss', 'Win', 'Win']",23.397000000000002,210.573,315.8595,81.88950000000003,-339.2565,-8687.829199999998
71,4,262.28,[ 300  220 -400 -150],"[0.25, 0.3125, 0.8, 0.6]",0.0375,26.666666666666668,0.9624999999999999,"['Loss', 'Win', 'Loss', 'Loss']",26.227999999999998,236.05199999999996,0.0,-262.28,236.05199999999996,-8950.109199999999
17,2,153.03,[115 110],"[0.46511627906976744, 0.47619047619047616]",0.22148394241417496,4.515000000000001,-0.058693244739756345,"['Win', 'Loss']",15.303,137.727,0.0,-153.03,137.727,-9103.1392
17,2,149.64,[-400 -200],"[0.8, 0.6666666666666666]",0.5333333333333333,1.875,0.4666666666666668,"['Loss', 'Win']",14.963999999999999,134.676,0.0,-149.64,134.676,-9252.779199999999
79,3,227.73,[300 220 180],"[0.25, 0.3125, 0.35714285714285715]",0.027901785714285716,35.839999999999996,-0.0803571428571428,"['Loss', 'Loss', 'Win']",22.773,204.957,0.0,-227.73,204.957,-9480.509199999999
64,5,488.75,[-400  110 -150  220  115],"[0.8, 0.47619047619047616, 0.6, 0.3125, 0.46511627906976744]",0.03322259136212624,30.100000000000005,1.6538067552602436,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",48.875,439.875,0.0,-488.75,439.875,-9969.259199999999
29,6,419.4,[-200 -500  400  110 -200 -450],"[0.6666666666666666, 0.8333333333333334, 0.2, 0.47619047619047616, 0.6666666666666666, 0.8181818181818182]",0.02886002886002886,34.65,2.661038961038961,"['Win', 'Win', 'Loss', 'Loss', 'Win', 'Win']",41.94,377.46,150.984,-268.41599999999994,-192.924,-10237.675199999998
60,2,260.95,[-120  180],"[0.5454545454545454, 0.35714285714285715]",0.1948051948051948,5.133333333333334,-0.09740259740259738,"['Win', 'Win']",26.095,234.855,704.5649999999999,443.61499999999995,-730.66,-9794.060199999998
32,6,255.78,[-200 -450 -450 -120  115  115],"[0.6666666666666666, 0.8181818181818182, 0.8181818181818182, 0.5454545454545454, 0.46511627906976744, 0.46511627906976744]",0.052661113140532435,18.98934413580247,2.7787174066243834,"['Loss', 'Win', 'Win', 'Win', 'Loss', 'Loss']",25.578000000000003,230.202,0.0,-255.78,230.202,-10049.840199999999
82,5,177.55,[220 300 115 300 300],"[0.3125, 0.25, 0.46511627906976744, 0.25, 0.25]",0.002271075581395349,440.32,0.5276162790697674,"['Loss', 'Win', 'Loss', 'Loss', 'Win']",17.755000000000003,159.79500000000002,0.0,-177.55,159.79500000000002,-10227.390199999998
34,5,181.04,[115 110 105 400 110],"[0.46511627906976744, 0.47619047619047616, 0.4878048780487805, 0.2, 0.47619047619047616]",0.010289614049439023,97.185375,1.1053021094995001,"['Win', 'Win', 'Win', 'Loss', 'Loss']",18.104,162.93599999999998,65.17439999999999,-115.8656,-83.27839999999999,-10343.255799999997
6,2,319.29,[ 220 -500],"[0.3125, 0.8333333333333334]",0.2604166666666667,3.84,0.14583333333333348,"['Loss', 'Win']",31.929000000000002,287.361,0.0,-319.29,287.361,-10662.545799999998
14,5,420.38,[-200 -500 -105 -120 -150],"[0.6666666666666666, 0.8333333333333334, 0.5121951219512195, 0.5454545454545454, 0.6]",0.09312638580931262,10.738095238095239,2.157649667405765,"['Win', 'Win', 'Loss', 'Loss', 'Win']",42.038000000000004,378.342,151.3368,-269.04319999999996,-193.37480000000002,-10931.588999999998
9,4,240.36,[ 300  100  500 -200],"[0.25, 0.5, 0.16666666666666666, 0.6666666666666666]",0.013888888888888888,72.0,0.5833333333333333,"['Loss', 'Win', 'Loss', 'Loss']",24.036,216.324,0.0,-240.36,216.324,-11171.948999999999
65,4,344.49,[-105 -450  180  220],"[0.5121951219512195, 0.8181818181818182, 0.35714285714285715, 0.3125]",0.04677106430155211,21.380740740740737,1.000019797275895,"['Loss', 'Win', 'Loss', 'Loss']",34.449000000000005,310.041,0.0,-344.49,310.041,-11516.438999999998
52,6,82.11,[-150 -200 -105 -150 -500 -400],"[0.6, 0.6666666666666666, 0.5121951219512195, 0.6, 0.8333333333333334, 0.8]",0.08195121951219513,12.202380952380953,3.01219512195122,"['Win', 'Win', 'Win', 'Loss', 'Loss', 'Loss']",8.211,73.899,0.0,-82.11,73.899,-11598.548999999999
