User_ID,Num_Bets,Bet_Amount,Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Overall_Result,Payout,Profit,Commission,Total_Bets,Total_Winnings,Total_Losses,Win_Rate,ROI
76,5,453.92,[-120 -500 -150 -120 -150],"[0.5454545454545454, 0.8333333333333334, 0.6, 0.5454545454545454, 0.6]",0.0892561983471074,11.203703703703706,2.1242424242424245,Loss,0.0,-408.528,45.392,98,0.0,453.92,19.387755102040817,0.19349655647743863
58,4,296.7,[-450  105 -500  115],"[0.8181818181818182, 0.4878048780487805, 0.8333333333333334, 0.46511627906976744]",0.1546949930387253,6.464333333333334,1.6044363086336997,Loss,0.0,-267.03,29.67,113,0.0,296.7,7.964601769911504,-0.06754200534993218
22,3,115.29,[-200 -500 -120],"[0.6666666666666666, 0.8333333333333334, 0.5454545454545454]",0.303030303030303,3.3,1.0454545454545454,Loss,0.0,-103.761,11.529000000000002,98,0.0,115.29,8.16326530612245,0.34011956522868064
89,2,445.66,[-105 -105],"[0.5121951219512195, 0.5121951219512195]",0.2623438429506246,3.811791383219955,0.024390243902439,Win,1698.7629478458052,1297.6689478458052,44.566,93,1698.7629478458052,0.0,16.129032258064516,0.07654511336721526
49,5,496.75,[400 300 115 300 100],"[0.2, 0.25, 0.46511627906976744, 0.25, 0.5]",0.002906976744186,344.0,0.6651162790697676,Loss,0.0,-447.075,49.675,114,0.0,496.75,13.157894736842104,2.429903076189833
91,6,52.47,[-450 -105 -500 -150 -500 -200],"[0.8181818181818182, 0.5121951219512195, 0.8333333333333334, 0.6, 0.8333333333333334, 0.6666666666666666]",0.1164079822616408,8.59047619047619,3.263710273466372,Win,450.7422857142857,403.5192857142857,5.247,72,450.7422857142857,0.0,12.5,-0.20169378726359455
59,5,432.5,[-500  300  115 -450 -120],"[0.8333333333333334, 0.25, 0.46511627906976744, 0.8181818181818182, 0.5454545454545454]",0.0432442821449163,23.12444444444445,1.9120859760394648,Loss,0.0,-389.25,43.25,111,0.0,432.5,9.90990990990991,-0.5605546121559092
42,4,201.35,[ 115 -105  105  300],"[0.46511627906976744, 0.5121951219512195, 0.4878048780487805, 0.25]",0.0290524743023947,34.420476190476194,0.7151162790697674,Loss,0.0,-181.215,20.135,104,0.0,201.35,9.615384615384617,0.035282678239954006
92,5,266.8,[-200 -400 -200 -450 -105],"[0.6666666666666666, 0.8, 0.6666666666666666, 0.8181818181818182, 0.5121951219512195]",0.1490022172949002,6.711309523809525,2.463710273466371,Loss,0.0,-240.12,26.680000000000003,115,0.0,266.8,14.782608695652174,-0.1263390478284594
60,6,458.26,[110 100 220 180 400 220],"[0.47619047619047616, 0.5, 0.3125, 0.35714285714285715, 0.2, 0.3125]",0.0016608205782312,602.112,1.1583333333333332,Loss,0.0,-412.434,45.826,109,0.0,458.26,8.256880733944955,-0.6071510710414525
80,2,486.96,[110 110],"[0.47619047619047616, 0.47619047619047616]",0.2267573696145124,4.41,-0.0476190476190476,Loss,0.0,-438.264,48.696,95,0.0,486.96,5.263157894736842,-0.5741913909012545
15,3,138.46,[ 180  115 -450],"[0.35714285714285715, 0.46511627906976744, 0.8181818181818182]",0.1359106010268801,7.357777777777778,0.6404409543944429,Loss,0.0,-124.614,13.846000000000002,106,0.0,138.46,9.433962264150944,0.22025589574568594
62,4,114.3,[180 400 100 400],"[0.35714285714285715, 0.2, 0.5, 0.2]",0.0071428571428571,139.99999999999997,0.2571428571428571,Loss,0.0,-102.87,11.43,117,0.0,114.3,9.401709401709402,-0.36740595302427825
62,6,49.45,[ 220  400  110  300  500 -150],"[0.3125, 0.2, 0.47619047619047616, 0.25, 0.16666666666666666, 0.6]",0.0007440476190476,1344.0,1.0053571428571426,Loss,0.0,-44.505,4.945,117,0.0,49.45,9.401709401709402,-0.36740595302427825
47,4,285.28,[ 110  100 -400 -200],"[0.47619047619047616, 0.5, 0.8, 0.6666666666666666]",0.1269841269841269,7.875,1.4428571428571426,Loss,0.0,-256.75199999999995,28.528,110,0.0,285.28,14.545454545454545,0.266566480810959
62,5,16.67,[ 300  500 -105 -150  180],"[0.25, 0.16666666666666666, 0.5121951219512195, 0.6, 0.35714285714285715]",0.0045731707317073,218.66666666666669,0.8860046457607433,Loss,0.0,-15.003000000000002,1.6670000000000005,117,0.0,16.67,9.401709401709402,-0.36740595302427825
51,4,211.83,[-150 -150  220  220],"[0.6, 0.6, 0.3125, 0.3125]",0.03515625,28.444444444444443,0.825,Loss,0.0,-190.647,21.183000000000003,107,0.0,211.83,12.149532710280374,0.4848084448114782
55,6,45.96,[220 400 400 180 110 105],"[0.3125, 0.2, 0.2, 0.35714285714285715, 0.47619047619047616, 0.4878048780487805]",0.00103700016592,964.32,1.033638211382114,Loss,0.0,-41.364,4.596,99,0.0,45.96,6.0606060606060606,-0.04461200837325897
64,3,208.56,[300 180 180],"[0.25, 0.35714285714285715, 0.35714285714285715]",0.0318877551020408,31.36,-0.0357142857142855,Loss,0.0,-187.704,20.856,99,0.0,208.56,9.090909090909092,-0.3548993122856048
3,3,29.57,[ 110 -120 -105],"[0.47619047619047616, 0.5454545454545454, 0.5121951219512195]",0.1330376940133037,7.5166666666666675,0.5338401435962412,Win,222.26783333333336,195.65483333333336,2.9570000000000003,99,222.26783333333336,0.0,16.161616161616163,-0.10915543410570538
51,4,419.26,[ 180  400  100 -150],"[0.35714285714285715, 0.2, 0.5, 0.6]",0.0214285714285714,46.66666666666666,0.657142857142857,Win,19565.466666666664,19188.132666666665,41.926,107,19565.466666666664,0.0,12.149532710280374,0.4848084448114782
7,2,112.77,[500 180],"[0.16666666666666666, 0.35714285714285715]",0.0595238095238095,16.8,-0.4761904761904761,Loss,0.0,-101.493,11.277,85,0.0,112.77,8.235294117647058,-0.4709224755515196
21,4,170.87,[ 400 -200  400  105],"[0.2, 0.6666666666666666, 0.2, 0.4878048780487805]",0.0130081300813008,76.875,0.5544715447154471,Loss,0.0,-153.78300000000002,17.087,117,0.0,170.87,13.675213675213676,-0.1672128187689278
73,5,436.32,[-150 -400 -150  105  220],"[0.6, 0.8, 0.6, 0.4878048780487805, 0.3125]",0.0439024390243902,22.77777777777778,1.8003048780487805,Loss,0.0,-392.688,43.632000000000005,88,0.0,436.32,17.045454545454543,-0.3416820151036245
39,3,375.67,[400 100 180],"[0.2, 0.5, 0.35714285714285715]",0.0357142857142857,28.0,0.0571428571428571,Loss,0.0,-338.103,37.567,105,0.0,375.67,15.238095238095239,-0.3214838558405976
18,3,117.33,[220 110 220],"[0.3125, 0.47619047619047616, 0.3125]",0.0465029761904761,21.504,0.1011904761904762,Loss,0.0,-105.597,11.733,101,0.0,117.33,15.841584158415841,1.4945956476709779
4,3,45.23,[-120 -105 -120],"[0.5454545454545454, 0.5121951219512195, 0.5454545454545454]",0.1523886313243297,6.5621693121693125,0.6031042128603104,Loss,0.0,-40.707,4.523,103,0.0,45.23,14.563106796116504,-0.42180759598085027
89,2,360.68,[ 300 -200],"[0.25, 0.6666666666666666]",0.1666666666666666,6.0,-0.0833333333333333,Loss,0.0,-324.612,36.068000000000005,93,0.0,360.68,16.129032258064516,0.07654511336721526
60,2,201.44,[105 500],"[0.4878048780487805, 0.16666666666666666]",0.08130081300813,12.3,-0.3455284552845529,Win,2477.712,2296.416,20.144,109,2477.712,0.0,8.256880733944955,-0.6071510710414525
14,6,385.38,[105 110 300 105 100 500],"[0.4878048780487805, 0.47619047619047616, 0.25, 0.4878048780487805, 0.5, 0.16666666666666666]",0.0023606507842081,423.612,1.3684668989547035,Loss,0.0,-346.842,38.538,85,0.0,385.38,10.588235294117647,-0.24989176879079453
9,4,228.19,[ 105  180  500 -400],"[0.4878048780487805, 0.35714285714285715, 0.16666666666666666, 0.8]",0.0232288037166085,43.05,0.8116144018583045,Loss,0.0,-205.371,22.819000000000003,100,0.0,228.19,11.0,-0.17908015056167195
90,4,179.54,[ 180 -400 -450  220],"[0.35714285714285715, 0.8, 0.8181818181818182, 0.3125]",0.073051948051948,13.688888888888886,1.2878246753246754,Win,2457.7031111111105,2296.1171111111107,17.954,115,2457.7031111111105,0.0,11.304347826086957,-0.31493516795934523
53,5,231.09,[-400 -150  220  115 -150],"[0.8, 0.6, 0.3125, 0.46511627906976744, 0.6]",0.041860465116279,23.88888888888889,1.7776162790697674,Loss,0.0,-207.981,23.109,100,0.0,231.09,6.0,-0.564363163742687
2,3,376.79,[110 100 220],"[0.47619047619047616, 0.5, 0.3125]",0.0744047619047619,13.44,0.2886904761904763,Loss,0.0,-339.111,37.679,110,0.0,376.79,10.909090909090908,0.04255257148503997
84,2,452.09,[-500 -150],"[0.8333333333333334, 0.6]",0.5,2.0,0.4333333333333333,Win,904.18,497.299,45.209,99,904.18,0.0,14.14141414141414,-0.04569283082483603
92,5,34.39,[220 110 500 500 105],"[0.3125, 0.47619047619047616, 0.16666666666666666, 0.16666666666666666, 0.4878048780487805]",0.0020163892115111,495.936,0.60982868757259,Loss,0.0,-30.951,3.439,115,0.0,34.39,14.782608695652174,-0.1263390478284594
60,5,266.81,[-150 -150 -105 -450 -120],"[0.6, 0.6, 0.5121951219512195, 0.8181818181818182, 0.5454545454545454]",0.082289860915138,12.152165392906133,2.075831485587583,Loss,0.0,-240.129,26.681,109,0.0,266.81,8.256880733944955,-0.6071510710414525
71,2,26.09,[100 220],"[0.5, 0.3125]",0.15625,6.4,-0.1875,Win,166.976,143.495,2.609,87,166.976,0.0,4.597701149425287,-0.6303159235649101
44,4,239.52,[115 115 105 500],"[0.46511627906976744, 0.46511627906976744, 0.4878048780487805, 0.16666666666666666]",0.0175880612240411,56.85675000000001,0.584704102854982,Loss,0.0,-215.568,23.952,93,0.0,239.52,11.827956989247312,-0.2011601479975848
8,3,443.79,[-400  105 -500],"[0.8, 0.4878048780487805, 0.8333333333333334]",0.3252032520325204,3.075,1.1211382113821138,Loss,0.0,-399.411,44.379000000000005,104,0.0,443.79,13.461538461538462,-0.22971004758625216
47,4,187.18,[-150 -120 -450 -450],"[0.6, 0.5454545454545454, 0.8181818181818182, 0.8181818181818182]",0.2190833959429,4.564471879286694,1.7818181818181822,Win,854.3778463648835,685.9158463648834,18.718,110,854.3778463648835,0.0,14.545454545454545,0.266566480810959
35,5,466.9,[-500 -150 -400 -105 -120],"[0.8333333333333334, 0.6, 0.8, 0.5121951219512195, 0.5454545454545454]",0.1117516629711751,8.948412698412698,2.2909830007390983,Win,4178.013888888889,3757.8038888888887,46.69,102,4178.013888888889,0.0,7.8431372549019605,-0.15536648345613313
78,3,319.0,[-120 -200 -450],"[0.5454545454545454, 0.6666666666666666, 0.8181818181818182]",0.2975206611570248,3.361111111111111,1.0303030303030305,Loss,0.0,-287.1,31.9,103,0.0,319.0,12.62135922330097,0.0523994173193546
81,6,467.74,[ 220 -120  105  220  220 -150],"[0.3125, 0.5454545454545454, 0.4878048780487805, 0.3125, 0.3125, 0.6]",0.004871985864745,205.25511111111115,1.570759423503326,Loss,0.0,-420.966,46.774,93,0.0,467.74,12.903225806451612,0.223553789656049
36,5,381.01,[-120  110  500 -120  300],"[0.5454545454545454, 0.47619047619047616, 0.16666666666666666, 0.5454545454545454, 0.25]",0.0059031877213695,169.40000000000006,0.9837662337662338,Loss,0.0,-342.909,38.101,106,0.0,381.01,17.92452830188679,-0.04878892104798404
50,4,60.68,[-120  100 -105 -500],"[0.5454545454545454, 0.5, 0.5121951219512195, 0.8333333333333334]",0.1164079822616408,8.59047619047619,1.3909830007390984,Loss,0.0,-54.612,6.0680000000000005,88,0.0,60.68,13.636363636363635,-0.34357869972723887
4,4,123.26,[-105 -450 -450 -150],"[0.5121951219512195, 0.8181818181818182, 0.8181818181818182, 0.6]",0.2057246522878452,4.8608661571624525,1.7485587583148563,Win,599.1503625318439,488.216362531844,12.326,103,599.1503625318439,0.0,14.563106796116504,-0.42180759598085027
2,4,203.14,[ 110  300  105 -105],"[0.47619047619047616, 0.25, 0.4878048780487805, 0.5121951219512195]",0.0297441998810231,33.620000000000005,0.7261904761904763,Loss,0.0,-182.826,20.314,110,0.0,203.14,10.909090909090908,0.04255257148503997
6,2,93.35,[ 400 -450],"[0.2, 0.8181818181818182]",0.1636363636363636,6.11111111111111,0.0181818181818183,Loss,0.0,-84.015,9.335,98,0.0,93.35,12.244897959183673,-0.12400380969508928
54,5,252.51,[110 500 220 500 500],"[0.47619047619047616, 0.16666666666666666, 0.3125, 0.16666666666666666, 0.16666666666666666]",0.0006889329805996,1451.52,0.2886904761904763,Loss,0.0,-227.259,25.251,114,0.0,252.51,9.649122807017543,-0.7112143248953585
4,3,240.97,[ 180  100 -450],"[0.35714285714285715, 0.5, 0.8181818181818182]",0.1461038961038961,6.844444444444443,0.6753246753246755,Loss,0.0,-216.873,24.097,103,0.0,240.97,14.563106796116504,-0.42180759598085027
54,4,478.57,[ 400 -400 -500  220],"[0.2, 0.8, 0.8333333333333334, 0.3125]",0.0416666666666666,24.0,1.1458333333333337,Loss,0.0,-430.713,47.857,114,0.0,478.57,9.649122807017543,-0.7112143248953585
93,4,222.53,[220 500 180 400],"[0.3125, 0.16666666666666666, 0.35714285714285715, 0.2]",0.003720238095238,268.8,0.0363095238095236,Loss,0.0,-200.277,22.253,107,0.0,222.53,14.018691588785046,0.2637989466961906
63,2,394.96,[105 100],"[0.4878048780487805, 0.5]",0.2439024390243902,4.1000000000000005,-0.0121951219512195,Loss,0.0,-355.464,39.496,100,0.0,394.96,11.0,0.23451130449492363
18,3,471.54,[-150  220 -450],"[0.6, 0.3125, 0.8181818181818182]",0.1534090909090909,6.518518518518518,0.7306818181818182,Loss,0.0,-424.386,47.154,101,0.0,471.54,15.841584158415841,1.4945956476709779
90,5,439.72,[-120 -105 -400 -120 -120],"[0.5454545454545454, 0.5121951219512195, 0.8, 0.5454545454545454, 0.5454545454545454]",0.066496857305162,15.038304673721344,1.948558758314856,Loss,0.0,-395.7480000000001,43.97200000000001,115,0.0,439.72,11.304347826086957,-0.31493516795934523
44,6,112.25,[-500 -200  500  400 -500  100],"[0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.2, 0.8333333333333334, 0.5]",0.007716049382716,129.6,2.2,Loss,0.0,-101.025,11.225,93,0.0,112.25,11.827956989247312,-0.2011601479975848
34,2,253.05,[-400  100],"[0.8, 0.5]",0.4,2.5,0.3,Win,632.625,404.88,25.305000000000003,85,632.625,0.0,17.647058823529413,0.9172508060222606
74,5,180.39,[-105  220 -105 -120  400],"[0.5121951219512195, 0.3125, 0.5121951219512195, 0.5454545454545454, 0.2]",0.0089435401005894,111.81254724111866,1.0823447893569846,Loss,0.0,-162.351,18.039,90,0.0,180.39,14.444444444444443,0.010576815894887603
62,6,205.93,[-500 -500 -120 -500 -450 -105],"[0.8333333333333334, 0.8333333333333334, 0.5454545454545454, 0.8333333333333334, 0.8181818181818182, 0.5121951219512195]",0.1322817980245918,7.559619047619046,3.3758314855875837,Loss,0.0,-185.337,20.593000000000004,117,0.0,205.93,9.401709401709402,-0.36740595302427825
100,4,186.8,[-400 -200 -105 -120],"[0.8, 0.6666666666666666, 0.5121951219512195, 0.5454545454545454]",0.1490022172949002,6.711309523809523,1.5243163340724315,Loss,0.0,-168.12,18.680000000000003,86,0.0,186.8,5.813953488372093,-0.6350692352896019
14,4,414.92,[-150 -400 -120 -150],"[0.6, 0.8, 0.5454545454545454, 0.6]",0.157090909090909,6.365740740740742,1.5454545454545454,Loss,0.0,-373.428,41.492,85,0.0,414.92,10.588235294117647,-0.24989176879079453
95,3,231.55,[115 115 300],"[0.46511627906976744, 0.46511627906976744, 0.25]",0.0540832882639264,18.49,0.1802325581395347,Loss,0.0,-208.395,23.155,85,0.0,231.55,16.470588235294116,-0.07459107655627617
48,6,266.61,[-500 -105 -450 -200 -450 -120],"[0.8333333333333334, 0.5121951219512195, 0.8181818181818182, 0.6666666666666666, 0.8181818181818182, 0.5454545454545454]",0.1039013395393157,9.624514991181655,3.1940133037694016,Win,2565.9919417989418,2326.0429417989417,26.661,98,2565.9919417989418,0.0,10.204081632653061,-0.09281213451288647
15,4,491.4,[-500 -450 -120 -120],"[0.8333333333333334, 0.8181818181818182, 0.5454545454545454, 0.5454545454545454]",0.2028549962434259,4.92962962962963,1.7424242424242429,Loss,0.0,-442.26,49.14,106,0.0,491.4,9.433962264150944,0.22025589574568594
72,4,39.39,[-400 -150  500 -200],"[0.8, 0.6, 0.16666666666666666, 0.6666666666666666]",0.0533333333333333,18.750000000000004,1.2333333333333334,Loss,0.0,-35.451,3.939,100,0.0,39.39,11.0,-0.3136379325723106
78,3,249.1,[-150  110  180],"[0.6, 0.47619047619047616, 0.35714285714285715]",0.1020408163265306,9.8,0.4333333333333333,Loss,0.0,-224.19,24.91,103,0.0,249.1,12.62135922330097,0.0523994173193546
87,5,389.29,[-105 -200 -105 -450 -120],"[0.5121951219512195, 0.6666666666666666, 0.5121951219512195, 0.8181818181818182, 0.5454545454545454]",0.0780527136051445,12.811854371378182,2.0546932742054693,Loss,0.0,-350.361,38.929,121,0.0,389.29,13.223140495867769,0.38038543278658093
62,4,84.07,[180 180 115 300],"[0.35714285714285715, 0.35714285714285715, 0.46511627906976744, 0.25]",0.0148315140009492,67.424,0.4294019933554818,Loss,0.0,-75.663,8.407,117,0.0,84.07,9.401709401709402,-0.36740595302427825
40,2,309.65,[ 110 -400],"[0.47619047619047616, 0.8]",0.3809523809523809,2.625,0.2761904761904761,Win,812.83125,534.14625,30.965,100,812.83125,0.0,13.0,-0.4973715211898965
85,2,127.34,[ 400 -200],"[0.2, 0.6666666666666666]",0.1333333333333333,7.5,-0.1333333333333333,Loss,0.0,-114.606,12.734000000000002,94,0.0,127.34,12.76595744680851,-0.19209448037655197
80,5,435.03,[-150 -500 -400 -400 -500],"[0.6, 0.8333333333333334, 0.8, 0.8, 0.8333333333333334]",0.2666666666666667,3.749999999999999,2.8666666666666667,Loss,0.0,-391.527,43.503,95,0.0,435.03,5.263157894736842,-0.5741913909012545
82,6,170.28,[-500 -200 -500 -200 -105 -150],"[0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.5121951219512195, 0.6]",0.0948509485094851,10.54285714285714,3.11219512195122,Win,1795.237714285714,1641.985714285714,17.028000000000002,110,1795.237714285714,0.0,11.818181818181818,0.5930965269385533
53,3,171.24,[ 300 -120 -500],"[0.25, 0.5454545454545454, 0.8333333333333334]",0.1136363636363636,8.8,0.6287878787878789,Loss,0.0,-154.116,17.124000000000002,100,0.0,171.24,6.0,-0.564363163742687
24,2,303.12,[ 180 -150],"[0.35714285714285715, 0.6]",0.2142857142857142,4.666666666666667,-0.0428571428571429,Win,1414.5600000000002,1141.752,30.312,95,1414.5600000000002,0.0,14.736842105263156,0.19218692052791075
26,2,99.95,[180 110],"[0.35714285714285715, 0.47619047619047616]",0.1700680272108843,5.88,-0.1666666666666667,Loss,0.0,-89.955,9.995,115,0.0,99.95,12.173913043478262,1.611363479382381
89,5,149.6,[ 300  100 -450  115 -500],"[0.25, 0.5, 0.8181818181818182, 0.46511627906976744, 0.8333333333333334]",0.0396405919661733,25.226666666666663,1.8666314305849192,Loss,0.0,-134.64,14.96,93,0.0,149.6,16.129032258064516,0.07654511336721526
60,6,214.15,[-105 -400 -200 -450 -450 -120],"[0.5121951219512195, 0.8, 0.6666666666666666, 0.8181818181818182, 0.8181818181818182, 0.5454545454545454]",0.0997452859577431,10.02553644914756,3.1606799704360684,Loss,0.0,-192.735,21.415000000000003,109,0.0,214.15,8.256880733944955,-0.6071510710414525
41,6,183.28,[ 300  400 -150 -120 -500  400],"[0.25, 0.2, 0.6, 0.5454545454545454, 0.8333333333333334, 0.2]",0.0027272727272727,366.6666666666666,1.628787878787879,Loss,0.0,-164.952,18.328,89,0.0,183.28,12.359550561797752,0.833511520997186
29,5,267.19,[ 300  105 -150  400  400],"[0.25, 0.4878048780487805, 0.6, 0.2, 0.2]",0.0029268292682926,341.6666666666667,0.7378048780487805,Loss,0.0,-240.471,26.719,105,0.0,267.19,12.380952380952381,0.10698085684923966
15,2,303.82,[100 110],"[0.5, 0.47619047619047616]",0.238095238095238,4.2,-0.0238095238095238,Win,1276.044,1002.606,30.382,106,1276.044,0.0,9.433962264150944,0.22025589574568594
45,3,287.67,[180 180 400],"[0.35714285714285715, 0.35714285714285715, 0.2]",0.0255102040816326,39.2,-0.0857142857142856,Loss,0.0,-258.903,28.767000000000003,102,0.0,287.67,5.88235294117647,-0.5521183579067995
65,2,330.54,[-400 -105],"[0.8, 0.5121951219512195]",0.4097560975609756,2.4404761904761902,0.3121951219512195,Win,806.675,509.189,33.054,84,806.675,0.0,7.142857142857142,-0.12651272090657273
89,6,160.8,[ 220 -120  110  115  110  110],"[0.3125, 0.5454545454545454, 0.47619047619047616, 0.46511627906976744, 0.47619047619047616, 0.47619047619047616]",0.0085607584421063,116.81208000000002,1.7516422530957416,Loss,0.0,-144.72,16.080000000000002,93,0.0,160.8,16.129032258064516,0.07654511336721526
71,2,71.95,[110 105],"[0.47619047619047616, 0.4878048780487805]",0.2322880371660859,4.305000000000001,-0.0360046457607433,Loss,0.0,-64.755,7.195,87,0.0,71.95,4.597701149425287,-0.6303159235649101
9,3,382.8,[-105  220  115],"[0.5121951219512195, 0.3125, 0.46511627906976744]",0.0744469653998865,13.432380952380951,0.2898114010209869,Loss,0.0,-344.52,38.28,100,0.0,382.8,11.0,-0.17908015056167195
