User_ID,Num_Bets,Bet_Amount,Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Outcomes,Commission,Effective_Bet_Amount,Payout,Profit,Net_Profit
64,5,338.79,[ 450  450 -150  115  400],"[0.18181818181818182, 0.18181818181818182, 0.6, 0.46511627906976744, 0.2]",0.0018450893715164331,541.9791666666666,0.628752642706131,"['Loss', 'Loss', 'Loss', 'Win', 'Loss']",50.8185,287.9715,0.0,-338.79,287.9715
43,3,384.95,[ 300 -450 -105],"[0.25, 0.8181818181818182, 0.5121951219512195]",0.10476718403547673,9.544973544973544,0.5803769401330379,"['Loss', 'Win', 'Loss']",57.74249999999999,327.2075,0.0,-384.95,327.2075
98,5,182.15,[-400 -450  400  105  105],"[0.8, 0.8181818181818182, 0.2, 0.4878048780487805, 0.4878048780487805]",0.031150289329944302,32.10243055555555,1.7937915742793789,"['Loss', 'Loss', 'Loss', 'Loss', 'Win']",27.3225,154.82750000000001,0.0,-182.15,154.82750000000001
47,3,493.28,[ 115  300 -200],"[0.46511627906976744, 0.25, 0.6666666666666666]",0.07751937984496124,12.9,0.3817829457364339,"['Loss', 'Win', 'Win']",73.99199999999999,419.288,524.11,30.83000000000004,-598.102
11,6,143.31,[300 450 220 400 220 180],"[0.25, 0.18181818181818182, 0.3125, 0.2, 0.3125, 0.35714285714285715]",0.0003170657467532468,3153.9199999999996,0.613961038961039,"['Loss', 'Loss', 'Win', 'Loss', 'Win', 'Loss']",21.4965,121.8135,0.0,-143.31,121.8135
50,4,159.88,[ 100  220  100 -105],"[0.5, 0.3125, 0.5, 0.5121951219512195]",0.040015243902439025,24.99047619047619,0.8246951219512195,"['Win', 'Loss', 'Win', 'Win']",23.982,135.898,203.84699999999998,43.966999999999985,-227.82899999999998
5,3,14.73,[ 180 -450  100],"[0.35714285714285715, 0.8181818181818182, 0.5]",0.14610389610389612,6.844444444444443,0.6753246753246753,"['Loss', 'Loss', 'Win']",2.2095,12.5205,0.0,-14.73,12.5205
63,4,458.85,[ 450  105  450 -150],"[0.18181818181818182, 0.4878048780487805, 0.18181818181818182, 0.6]",0.009675468655513001,103.35416666666667,0.4514412416851443,"['Loss', 'Loss', 'Loss', 'Win']",68.8275,390.02250000000004,0.0,-458.85,390.02250000000004
55,4,351.48,[ 115 -120  115  300],"[0.46511627906976744, 0.5454545454545454, 0.46511627906976744, 0.25]",0.02949997541668715,33.89833333333333,0.7256871035940802,"['Loss', 'Loss', 'Loss', 'Loss']",52.722,298.75800000000004,0.0,-351.48,298.75800000000004
32,6,391.05,[-450 -200  300  450 -450  100],"[0.8181818181818182, 0.6666666666666666, 0.25, 0.18181818181818182, 0.8181818181818182, 0.5]",0.010142749812171298,98.59259259259261,2.234848484848485,"['Win', 'Win', 'Loss', 'Loss', 'Win', 'Win']",58.6575,332.39250000000004,132.95700000000002,-258.09299999999996,-191.61450000000002
84,3,220.73,[105 105 400],"[0.4878048780487805, 0.4878048780487805, 0.2]",0.04759071980963712,21.012500000000003,0.1756097560975609,"['Win', 'Loss', 'Win']",33.1095,187.6205,234.525625,13.795625000000001,-267.635125
16,2,125.34,[-105  180],"[0.5121951219512195, 0.35714285714285715]",0.18292682926829268,5.466666666666667,-0.13066202090592327,"['Win', 'Loss']",18.801,106.539,0.0,-125.34,106.539
80,4,414.9,[-200 -200  115  450],"[0.6666666666666666, 0.6666666666666666, 0.46511627906976744, 0.18181818181818182]",0.03758515386422363,26.60625,0.9802677942212825,"['Loss', 'Win', 'Loss', 'Loss']",62.23499999999999,352.66499999999996,0.0,-414.9,352.66499999999996
33,5,84.93,[-200  450 -450 -150  100],"[0.6666666666666666, 0.18181818181818182, 0.8181818181818182, 0.6, 0.5]",0.02975206611570248,33.611111111111114,1.7666666666666666,"['Loss', 'Loss', 'Win', 'Win', 'Loss']",12.739500000000001,72.1905,0.0,-84.93,72.1905
86,5,94.71,[ 110 -150  115  115 -105],"[0.47619047619047616, 0.6, 0.46511627906976744, 0.46511627906976744, 0.5121951219512195]",0.031658510203274016,31.587083333333336,1.5186181562812306,"['Loss', 'Win', 'Loss', 'Win', 'Win']",14.206499999999998,80.5035,32.2014,-62.508599999999994,-46.4079
52,4,360.79,[220 400 105 300],"[0.3125, 0.2, 0.4878048780487805, 0.25]",0.007621951219512195,131.20000000000002,0.25030487804878043,"['Loss', 'Win', 'Win', 'Win']",54.118500000000004,306.67150000000004,460.00725000000006,99.21725000000004,-514.12575
77,2,110.6,[-200  180],"[0.6666666666666666, 0.35714285714285715]",0.23809523809523808,4.2,0.023809523809523725,"['Win', 'Win']",16.59,94.00999999999999,282.03,171.42999999999998,-298.61999999999995
4,6,245.18,[-400  105 -450  110  220  300],"[0.8, 0.4878048780487805, 0.8181818181818182, 0.47619047619047616, 0.3125, 0.25]",0.011878365536902122,84.18666666666667,2.144677172421075,"['Win', 'Win', 'Win', 'Loss', 'Loss', 'Loss']",36.777,208.40300000000002,0.0,-245.18,208.40300000000002
91,4,294.01,[-120  300  180  180],"[0.5454545454545454, 0.25, 0.35714285714285715, 0.35714285714285715]",0.017393320964749534,57.49333333333334,0.5097402597402598,"['Win', 'Loss', 'Win', 'Loss']",44.101499999999994,249.9085,0.0,-294.01,249.9085
77,4,329.69,[-200  400 -450  400],"[0.6666666666666666, 0.2, 0.8181818181818182, 0.2]",0.02181818181818182,45.83333333333333,0.884848484848485,"['Win', 'Loss', 'Loss', 'Loss']",49.4535,280.2365,0.0,-329.69,280.2365
63,3,218.79,[ 100 -150  180],"[0.5, 0.6, 0.35714285714285715]",0.10714285714285714,9.333333333333334,0.4571428571428573,"['Win', 'Loss', 'Win']",32.8185,185.9715,232.464375,13.674374999999998,-265.282875
72,2,427.82,[ 300 -400],"[0.25, 0.8]",0.2,5.0,0.050000000000000044,"['Loss', 'Win']",64.173,363.647,0.0,-427.82,363.647
94,2,371.24,[ 110 -120],"[0.47619047619047616, 0.5454545454545454]",0.2597402597402597,3.8500000000000005,0.02164502164502169,"['Loss', 'Win']",55.686,315.55400000000003,0.0,-371.24,315.55400000000003
99,4,212.71,[-105 -400  220 -400],"[0.5121951219512195, 0.8, 0.3125, 0.8]",0.10243902439024391,9.761904761904761,1.4246951219512196,"['Win', 'Win', 'Loss', 'Win']",31.9065,180.8035,271.20525000000004,58.49525000000003,-303.11175000000003
40,3,62.78,[ 105 -400 -200],"[0.4878048780487805, 0.8, 0.6666666666666666]",0.26016260162601623,3.8437500000000004,0.9544715447154473,"['Loss', 'Win', 'Loss']",9.417,53.363,0.0,-62.78,53.363
60,2,209.58,[110 115],"[0.47619047619047616, 0.46511627906976744]",0.22148394241417496,4.515000000000001,-0.058693244739756345,"['Loss', 'Loss']",31.437,178.143,0.0,-209.58,178.143
54,5,282.43,[450 220 220 450 100],"[0.18181818181818182, 0.3125, 0.3125, 0.18181818181818182, 0.5]",0.0016141528925619837,619.5199999999999,0.48863636363636376,"['Loss', 'Loss', 'Win', 'Loss', 'Loss']",42.3645,240.06550000000001,0.0,-282.43,240.06550000000001
34,6,39.59,[ 300 -120  100  450  105  220],"[0.25, 0.5454545454545454, 0.5, 0.18181818181818182, 0.4878048780487805, 0.3125]",0.0018897399717798828,529.1733333333334,1.2775776053215075,"['Win', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",5.9385,33.651500000000006,0.0,-39.59,33.651500000000006
67,5,422.94,[-450  105 -450  450 -400],"[0.8181818181818182, 0.4878048780487805, 0.8181818181818182, 0.18181818181818182, 0.8]",0.04749775521797292,21.053626543209873,2.105986696230599,"['Win', 'Loss', 'Win', 'Loss', 'Win']",63.440999999999995,359.499,143.79960000000003,-279.1404,-207.24060000000003
80,5,228.23,[ 180  300 -150  100 -105],"[0.35714285714285715, 0.25, 0.6, 0.5, 0.5121951219512195]",0.013719512195121951,72.88888888888889,1.2193379790940768,"['Win', 'Loss', 'Win', 'Win', 'Win']",34.2345,193.9955,387.991,159.761,-422.2255
49,5,97.51,[220 180 180 115 100],"[0.3125, 0.35714285714285715, 0.35714285714285715, 0.46511627906976744, 0.5]",0.009269696250593262,107.87839999999998,0.9919019933554818,"['Loss', 'Loss', 'Loss', 'Win', 'Loss']",14.6265,82.8835,0.0,-97.51,82.8835
100,3,200.15,[100 100 110],"[0.5, 0.5, 0.47619047619047616]",0.11904761904761904,8.4,0.4761904761904763,"['Win', 'Loss', 'Win']",30.0225,170.1275,212.659375,12.509375000000006,-242.68187500000002
52,2,27.22,[-120  450],"[0.5454545454545454, 0.18181818181818182]",0.09917355371900825,10.083333333333334,-0.2727272727272727,"['Loss', 'Loss']",4.082999999999999,23.137,0.0,-27.22,23.137
6,2,434.67,[ 220 -400],"[0.3125, 0.8]",0.25,4.0,0.11250000000000004,"['Win', 'Loss']",65.2005,369.46950000000004,0.0,-434.67,369.46950000000004
43,5,147.15,[ 220  180 -400 -120 -105],"[0.3125, 0.35714285714285715, 0.8, 0.5454545454545454, 0.5121951219512195]",0.02494456762749446,40.08888888888888,1.527292524548622,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",22.0725,125.0775,0.0,-147.15,125.0775
20,6,204.64,[ 300 -120  105  115 -150  220],"[0.25, 0.5454545454545454, 0.4878048780487805, 0.46511627906976744, 0.6, 0.3125]",0.005801062238952199,172.38222222222223,1.6608757025730934,"['Win', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",30.695999999999998,173.944,0.0,-204.64,173.944
54,5,367.52,[ 115 -400  220  100  450],"[0.46511627906976744, 0.8, 0.3125, 0.5, 0.18181818181818182]",0.010570824524312896,94.6,1.2594344608879489,"['Loss', 'Win', 'Win', 'Loss', 'Loss']",55.12799999999999,312.392,0.0,-367.52,312.392
97,4,315.08,[ 115  110 -150  450],"[0.46511627906976744, 0.47619047619047616, 0.6, 0.18181818181818182]",0.024161884627000904,41.3875,0.7231249370784256,"['Win', 'Win', 'Win', 'Loss']",47.26199999999999,267.818,401.727,86.64699999999999,-448.989
24,6,224.46,[-150 -400 -150  400  110 -105],"[0.6, 0.8, 0.6, 0.2, 0.47619047619047616, 0.5121951219512195]",0.014048780487804878,71.18055555555556,2.188385598141696,"['Win', 'Loss', 'Loss', 'Loss', 'Loss', 'Loss']",33.669,190.791,0.0,-224.46,190.791
24,2,371.76,[-120  450],"[0.5454545454545454, 0.18181818181818182]",0.09917355371900825,10.083333333333334,-0.2727272727272727,"['Win', 'Loss']",55.763999999999996,315.996,0.0,-371.76,315.996
53,2,121.02,[-105 -150],"[0.5121951219512195, 0.6]",0.3073170731707317,3.253968253968254,0.11219512195121961,"['Win', 'Loss']",18.153,102.86699999999999,0.0,-121.02,102.86699999999999
82,4,223.33,[ 450 -150 -450 -400],"[0.18181818181818182, 0.6, 0.8181818181818182, 0.8]",0.07140495867768595,14.00462962962963,1.4000000000000004,"['Loss', 'Loss', 'Win', 'Win']",33.4995,189.83050000000003,0.0,-223.33,189.83050000000003
18,6,474.25,[ 400  180  450 -450  100  105],"[0.2, 0.35714285714285715, 0.18181818181818182, 0.8181818181818182, 0.5, 0.4878048780487805]",0.0025916433898695544,385.8555555555555,1.5449477351916379,"['Win', 'Win', 'Loss', 'Win', 'Win', 'Win']",71.1375,403.1125,806.225,331.975,-877.3625000000001
24,6,69.91,[-120  300  220  300  450  180],"[0.5454545454545454, 0.25, 0.3125, 0.25, 0.18181818181818182, 0.35714285714285715]",0.0006917798110979929,1445.5466666666666,0.8969155844155845,"['Loss', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",10.4865,59.4235,0.0,-69.91,59.4235
97,6,83.39,[ 300  220 -400  115 -120  300],"[0.25, 0.3125, 0.8, 0.46511627906976744, 0.5454545454545454, 0.25]",0.003964059196617336,252.26666666666668,1.623070824524313,"['Loss', 'Loss', 'Win', 'Win', 'Loss', 'Win']",12.5085,70.8815,0.0,-83.39,70.8815
8,6,76.98,[-400 -105 -105 -400 -200 -450],"[0.8, 0.5121951219512195, 0.5121951219512195, 0.8, 0.6666666666666666, 0.8181818181818182]",0.09158185063003627,10.919194066515491,3.109238728750924,"['Loss', 'Loss', 'Win', 'Win', 'Loss', 'Win']",11.547,65.433,0.0,-76.98,65.433
29,6,271.49,[-200 -105 -450 -450 -150 -450],"[0.6666666666666666, 0.5121951219512195, 0.8181818181818182, 0.8181818181818182, 0.6, 0.8181818181818182]",0.11221344670246101,8.911587954797831,3.2334072431633407,"['Loss', 'Loss', 'Win', 'Win', 'Loss', 'Win']",40.7235,230.7665,0.0,-271.49,230.7665
9,2,124.5,[400 105],"[0.2, 0.4878048780487805]",0.0975609756097561,10.25,-0.31219512195121957,"['Win', 'Loss']",18.675,105.825,0.0,-124.5,105.825
30,2,133.68,[220 115],"[0.3125, 0.46511627906976744]",0.14534883720930233,6.88,-0.22238372093023262,"['Loss', 'Win']",20.052,113.62800000000001,0.0,-133.68,113.62800000000001
74,5,221.31,[ 110 -450 -150  100  105],"[0.47619047619047616, 0.8181818181818182, 0.6, 0.5, 0.4878048780487805]",0.05701615457713018,17.53888888888889,1.8821771724210747,"['Win', 'Win', 'Loss', 'Win', 'Loss']",33.1965,188.1135,75.2454,-146.06459999999998,-108.4419
17,5,173.32,[ 115  100 -200  100  180],"[0.46511627906976744, 0.5, 0.6666666666666666, 0.5, 0.35714285714285715]",0.02768549280177187,36.120000000000005,1.488925802879291,"['Win', 'Loss', 'Win', 'Win', 'Loss']",25.997999999999998,147.322,58.9288,-114.3912,-84.9268
69,5,174.36,[450 220 110 400 115],"[0.18181818181818182, 0.3125, 0.47619047619047616, 0.2, 0.46511627906976744]",0.0025168629819792613,397.31999999999994,0.6356249370784253,"['Loss', 'Loss', 'Win', 'Win', 'Loss']",26.154,148.20600000000002,0.0,-174.36,148.20600000000002
61,3,130.95,[-400 -120 -200],"[0.8, 0.5454545454545454, 0.6666666666666666]",0.2909090909090909,3.4375,1.0121212121212122,"['Win', 'Loss', 'Win']",19.6425,111.30749999999999,139.13437499999998,8.184374999999989,-158.77687499999996
8,6,482.94,[ 180  220 -120 -450  220  220],"[0.35714285714285715, 0.3125, 0.5454545454545454, 0.8181818181818182, 0.3125, 0.3125]",0.004864076796782763,205.58885925925924,1.658279220779221,"['Loss', 'Loss', 'Win', 'Win', 'Loss', 'Win']",72.441,410.499,0.0,-482.94,410.499
65,2,470.33,[-120 -400],"[0.5454545454545454, 0.8]",0.43636363636363634,2.291666666666667,0.34545454545454546,"['Win', 'Win']",70.5495,399.78049999999996,1199.3415,729.0115000000001,-1269.891
26,3,51.72,[-105 -120 -105],"[0.5121951219512195, 0.5454545454545454, 0.5121951219512195]",0.1430966416094316,6.988284202569917,0.5698447893569845,"['Loss', 'Win', 'Win']",7.757999999999999,43.962,54.9525,3.2325000000000017,-62.710499999999996
96,4,145.0,[ 400  110 -450 -120],"[0.2, 0.47619047619047616, 0.8181818181818182, 0.5454545454545454]",0.04250295159386068,23.527777777777782,1.0398268398268398,"['Loss', 'Win', 'Win', 'Loss']",21.75,123.25,0.0,-145.0,123.25
62,3,476.01,[180 450 100],"[0.35714285714285715, 0.18181818181818182, 0.5]",0.03246753246753247,30.799999999999997,0.03896103896103886,"['Win', 'Loss', 'Loss']",71.4015,404.6085,0.0,-476.01,404.6085
35,2,385.28,[ 110 -400],"[0.47619047619047616, 0.8]",0.38095238095238093,2.625,0.2761904761904761,"['Win', 'Win']",57.791999999999994,327.488,982.4639999999999,597.184,-1040.2559999999999
51,3,347.88,[ 180  220 -120],"[0.35714285714285715, 0.3125, 0.5454545454545454]",0.060876623376623376,16.426666666666666,0.21509740259740262,"['Loss', 'Win', 'Win']",52.181999999999995,295.698,369.62249999999995,21.74249999999995,-421.80449999999996
16,6,109.83,[-150  450 -105  400  115 -450],"[0.6, 0.18181818181818182, 0.5121951219512195, 0.2, 0.46511627906976744, 0.8181818181818182]",0.004252705990446413,235.14440035273364,1.7773114010209867,"['Win', 'Loss', 'Loss', 'Loss', 'Win', 'Loss']",16.4745,93.3555,0.0,-109.83,93.3555
52,5,403.96,[-120 -120 -200 -450 -200],"[0.5454545454545454, 0.5454545454545454, 0.6666666666666666, 0.8181818181818182, 0.6666666666666666]",0.10818933132982718,9.243055555555557,2.242424242424242,"['Loss', 'Win', 'Win', 'Win', 'Win']",60.593999999999994,343.366,686.732,282.772,-747.326
76,2,67.33,[-450 -150],"[0.8181818181818182, 0.6]",0.4909090909090909,2.037037037037037,0.4181818181818182,"['Win', 'Win']",10.099499999999999,57.2305,171.6915,104.36149999999999,-181.791
2,4,98.02,[-150 -120 -150 -120],"[0.6, 0.5454545454545454, 0.6, 0.5454545454545454]",0.1071074380165289,9.336419753086421,1.290909090909091,"['Loss', 'Loss', 'Loss', 'Loss']",14.703,83.317,0.0,-98.02,83.317
54,5,317.28,[ 180  450  100 -150  105],"[0.35714285714285715, 0.18181818181818182, 0.5, 0.6, 0.4878048780487805]",0.0095026924295217,105.23333333333332,1.1267659170098194,"['Loss', 'Loss', 'Win', 'Loss', 'Win']",47.59199999999999,269.688,0.0,-317.28,269.688
42,5,18.36,[-120 -200 -105 -200 -400],"[0.5454545454545454, 0.6666666666666666, 0.5121951219512195, 0.6666666666666666, 0.8]",0.09933481152993347,10.066964285714286,2.190983000739098,"['Loss', 'Win', 'Loss', 'Win', 'Win']",2.754,15.606,6.2424,-12.1176,-8.9964
29,5,318.16,[-450 -150 -120  180 -105],"[0.8181818181818182, 0.6, 0.5454545454545454, 0.35714285714285715, 0.5121951219512195]",0.04898206006853457,20.415637860082306,1.8329743427304401,"['Win', 'Win', 'Loss', 'Win', 'Win']",47.724000000000004,270.43600000000004,540.8720000000001,222.71200000000005,-588.5960000000001
54,6,256.87,[115 110 400 300 220 400],"[0.46511627906976744, 0.47619047619047616, 0.2, 0.25, 0.3125, 0.2]",0.0006921373200442968,1444.8,0.9038067552602436,"['Loss', 'Loss', 'Loss', 'Loss', 'Loss', 'Loss']",38.530499999999996,218.33950000000002,0.0,-256.87,218.33950000000002
2,2,418.33,[-105  115],"[0.5121951219512195, 0.46511627906976744]",0.238230289279637,4.197619047619048,-0.022688598979013097,"['Win', 'Loss']",62.7495,355.5805,0.0,-418.33,355.5805
68,6,134.27,[ 100  180  105  110  450 -450],"[0.5, 0.35714285714285715, 0.4878048780487805, 0.47619047619047616, 0.18181818181818182, 0.8181818181818182]",0.006170579499689415,162.0593333333333,1.821138211382114,"['Loss', 'Loss', 'Win', 'Win', 'Win', 'Win']",20.1405,114.12950000000001,45.65180000000001,-88.6182,-65.79230000000001
15,3,11.19,[ 115 -150  110],"[0.46511627906976744, 0.6, 0.47619047619047616]",0.13289036544850497,7.525000000000001,0.5413067552602437,"['Loss', 'Loss', 'Loss']",1.6784999999999999,9.5115,0.0,-11.19,9.5115
27,5,20.03,[ 220 -150 -450 -200  115],"[0.3125, 0.6, 0.8181818181818182, 0.6666666666666666, 0.46511627906976744]",0.04756871035940803,21.022222222222222,1.8624647639182523,"['Win', 'Win', 'Win', 'Win', 'Loss']",3.0045,17.0255,34.051,14.021,-37.0555
47,2,411.06,[105 450],"[0.4878048780487805, 0.18181818181818182]",0.08869179600886919,11.274999999999999,-0.33037694013303764,"['Loss', 'Loss']",61.659,349.401,0.0,-411.06,349.401
58,5,247.89,[-105 -450 -200  110  105],"[0.5121951219512195, 0.8181818181818182, 0.6666666666666666, 0.47619047619047616, 0.4878048780487805]",0.06489643610405063,15.409166666666664,1.9610389610389611,"['Win', 'Loss', 'Win', 'Win', 'Loss']",37.183499999999995,210.7065,84.2826,-163.60739999999998,-121.4661
86,6,338.07,[100 110 100 220 220 100],"[0.5, 0.47619047619047616, 0.5, 0.3125, 0.3125, 0.5]",0.005812872023809524,172.03199999999998,1.6011904761904763,"['Loss', 'Win', 'Loss', 'Win', 'Win', 'Win']",50.710499999999996,287.3595,114.94380000000001,-223.12619999999998,-165.6543
45,5,292.36,[ 180  180  105 -200 -150],"[0.35714285714285715, 0.35714285714285715, 0.4878048780487805, 0.6666666666666666, 0.6]",0.024888003982080634,40.18000000000001,1.4687572590011615,"['Loss', 'Win', 'Loss', 'Win', 'Win']",43.854,248.50600000000003,99.40240000000001,-192.9576,-143.2564
40,6,65.65,[-450 -450  100 -450 -450 -450],"[0.8181818181818182, 0.8181818181818182, 0.5, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182]",0.1833239160266003,5.454825653271011,3.5909090909090917,"['Win', 'Win', 'Loss', 'Win', 'Win', 'Win']",9.8475,55.80250000000001,111.60500000000002,45.95500000000001,-121.45250000000001
32,2,275.4,[ 220 -120],"[0.3125, 0.5454545454545454]",0.17045454545454544,5.866666666666667,-0.14204545454545459,"['Loss', 'Win']",41.309999999999995,234.08999999999997,0.0,-275.4,234.08999999999997
36,2,138.31,[-150 -105],"[0.6, 0.5121951219512195]",0.3073170731707317,3.253968253968254,0.11219512195121961,"['Loss', 'Loss']",20.7465,117.5635,0.0,-138.31,117.5635
85,2,203.85,[-120 -105],"[0.5454545454545454, 0.5121951219512195]",0.2793791574279379,3.5793650793650795,0.05764966740576494,"['Win', 'Loss']",30.577499999999997,173.2725,0.0,-203.85,173.2725
32,2,329.09,[400 220],"[0.2, 0.3125]",0.0625,16.0,-0.48750000000000004,"['Loss', 'Loss']",49.363499999999995,279.7265,0.0,-329.09,279.7265
14,5,99.74,[-120  100  115 -450 -120],"[0.5454545454545454, 0.5, 0.46511627906976744, 0.8181818181818182, 0.5454545454545454]",0.05661069662607237,17.664506172839506,1.8742071881606766,"['Win', 'Win', 'Win', 'Win', 'Win']",14.960999999999999,84.779,847.79,748.05,-862.751
47,6,159.54,[-450 -150 -200  110  450 -105],"[0.8181818181818182, 0.6, 0.6666666666666666, 0.47619047619047616, 0.18181818181818182, 0.5121951219512195]",0.014513202983269503,68.90277777777777,2.2550522648083624,"['Loss', 'Loss', 'Win', 'Win', 'Loss', 'Win']",23.930999999999997,135.60899999999998,0.0,-159.54,135.60899999999998
5,3,295.38,[450 180 100],"[0.18181818181818182, 0.35714285714285715, 0.5]",0.03246753246753247,30.799999999999997,0.03896103896103886,"['Win', 'Loss', 'Loss']",44.306999999999995,251.073,0.0,-295.38,251.073
81,6,338.93,[450 400 450 450 180 100],"[0.18181818181818182, 0.2, 0.18181818181818182, 0.18181818181818182, 0.35714285714285715, 0.5]",0.0002146613716861651,4658.499999999999,0.6025974025974028,"['Win', 'Loss', 'Loss', 'Win', 'Win', 'Loss']",50.8395,288.0905,0.0,-338.93,288.0905
35,6,403.85,[300 450 115 400 110 110],"[0.25, 0.18181818181818182, 0.46511627906976744, 0.2, 0.47619047619047616, 0.47619047619047616]",0.0009588049455159088,1042.9650000000001,1.0493154132689018,"['Loss', 'Loss', 'Loss', 'Loss', 'Win', 'Loss']",60.5775,343.27250000000004,0.0,-403.85,343.27250000000004
25,3,467.25,[ 300  300 -105],"[0.25, 0.25, 0.5121951219512195]",0.03201219512195122,31.238095238095237,0.012195121951219523,"['Win', 'Loss', 'Win']",70.08749999999999,397.1625,496.453125,29.203125,-566.540625
17,2,234.41,[105 400],"[0.4878048780487805, 0.2]",0.0975609756097561,10.25,-0.31219512195121957,"['Loss', 'Win']",35.1615,199.2485,0.0,-234.41,199.2485
14,4,438.86,[-120  115  300  220],"[0.5454545454545454, 0.46511627906976744, 0.25, 0.3125]",0.01982029598308668,50.45333333333333,0.5730708245243128,"['Win', 'Loss', 'Loss', 'Loss']",65.829,373.031,0.0,-438.86,373.031
72,2,243.51,[-120  180],"[0.5454545454545454, 0.35714285714285715]",0.1948051948051948,5.133333333333334,-0.09740259740259738,"['Loss', 'Loss']",36.5265,206.9835,0.0,-243.51,206.9835
70,4,210.63,[ 100 -150  105  100],"[0.5, 0.6, 0.4878048780487805, 0.5]",0.07317073170731707,13.666666666666668,1.0878048780487806,"['Win', 'Win', 'Loss', 'Win']",31.594499999999996,179.0355,268.55325000000005,57.92325000000005,-300.14775000000003
55,5,485.83,[ 105  400  115 -150 -150],"[0.4878048780487805, 0.2, 0.46511627906976744, 0.6, 0.6]",0.01633579126488939,61.215277777777786,1.3529211571185478,"['Win', 'Loss', 'Loss', 'Win', 'Loss']",72.8745,412.9555,0.0,-485.83,412.9555
46,2,221.07,[-150 -200],"[0.6, 0.6666666666666666]",0.39999999999999997,2.5,0.2666666666666666,"['Win', 'Loss']",33.1605,187.90949999999998,0.0,-221.07,187.90949999999998
76,2,126.71,[-200 -150],"[0.6666666666666666, 0.6]",0.39999999999999997,2.5,0.2666666666666666,"['Loss', 'Loss']",19.0065,107.70349999999999,0.0,-126.71,107.70349999999999
3,4,432.22,[-450  100  300 -120],"[0.8181818181818182, 0.5, 0.25, 0.5454545454545454]",0.05578512396694215,17.925925925925924,1.1136363636363638,"['Win', 'Loss', 'Loss', 'Loss']",64.833,367.38700000000006,0.0,-432.22,367.38700000000006
83,2,376.14,[-450  220],"[0.8181818181818182, 0.3125]",0.2556818181818182,3.911111111111111,0.13068181818181834,"['Win', 'Win']",56.421,319.719,959.1569999999999,583.0169999999999,-1015.578
