User_ID,Num_Bets,Bet_Amount,Date,Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Outcomes,Commission,Effective_Bet_Amount,Payout,Profit,Net_Profit
43,5,695.82,2024-09-17 1:47:05,[-110 -110  180  105  115],"[0.5238095238095238, 0.5238095238095238, 0.35714285714285715, 0.4878048780487805, 0.46511627906976744]",0.02223291607,44.97835537,1.357683062,"['Win', 'Loss', 'Win', 'Loss', 'Win']",69.582,626.238,187.8714,-507.9486,-257.4534
98,6,732.31,2024-09-24 13:18:05,[-150  180  110  200  115 -120],"[0.6, 0.35714285714285715, 0.47619047619047616, 0.3333333333333333, 0.46511627906976744, 0.5454545454545454]",0.00862924451,115.885,1.777237491,"['Win', 'Win', 'Win', 'Loss', 'Loss', 'Loss']",73.231,659.079,0,-732.31,659.079
47,5,264.45,2024-12-09 5:35:29,[ 180  105 -110 -120 -350],"[0.35714285714285715, 0.4878048780487805, 0.5238095238095238, 0.5454545454545454, 0.7777777777777778]",0.03871467286,25.83,1.691989582,"['Loss', 'Win', 'Win', 'Loss', 'Win']",26.445,238.005,71.4015,-193.0485,-97.8465
11,3,944.37,2024-02-06 2:51:54,[ 100  115 -200],"[0.5, 0.46511627906976744, 0.6666666666666666]",0.1550387597,6.45,0.6317829457,"['Win', 'Win', 'Win']",94.437,849.933,1487.38275,543.01275,-1581.81975
50,5,549.21,2024-05-20 11:49:04,[-350  110  200  180 -110],"[0.7777777777777778, 0.47619047619047616, 0.3333333333333333, 0.35714285714285715, 0.5238095238095238]",0.02309565802,43.29818182,1.468253968,"['Win', 'Loss', 'Win', 'Loss', 'Win']",54.921,494.289,148.2867,-400.9233,-203.2077
5,4,554.33,2024-11-25 12:23:19,[-250 -200 -200 -120],"[0.7142857142857143, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454]",0.1731601732,5.775,1.593073593,"['Win', 'Loss', 'Win', 'Loss']",55.433,498.897,0,-554.33,498.897
63,2,119.64,2024-01-28 2:02:49,[-250  115],"[0.7142857142857143, 0.46511627906976744]",0.3322259136,3.01,0.1794019934,"['Loss', 'Loss']",11.964,107.676,0,-119.64,107.676
55,2,940.28,2024-03-09 18:38:28,[105 200],"[0.4878048780487805, 0.3333333333333333]",0.162601626,6.15,-0.1788617886,"['Win', 'Win']",94.028,846.252,2115.63,1175.35,-2209.658
32,4,819.41,2024-02-18 3:28:41,[ 200  150  180 -150],"[0.3333333333333333, 0.4, 0.35714285714285715, 0.6]",0.02857142857,35,0.6904761905,"['Win', 'Loss', 'Win', 'Win']",81.941,737.469,737.469,-81.941,-819.41
84,3,349.83,2024-09-09 15:57:59,[ 150  180 -110],"[0.4, 0.35714285714285715, 0.5238095238095238]",0.07482993197,13.36363636,0.280952381,"['Loss', 'Win', 'Loss']",34.983,314.847,0,-349.83,314.847
16,3,345.57,2024-04-01 15:35:02,[150 180 110],"[0.4, 0.35714285714285715, 0.47619047619047616]",0.06802721088,14.7,0.2333333333,"['Loss', 'Loss', 'Loss']",34.557,311.013,0,-345.57,311.013
80,5,770.31,2024-06-20 10:38:34,[ 150  200 -350 -200 -120],"[0.4, 0.3333333333333333, 0.7777777777777778, 0.6666666666666666, 0.5454545454545454]",0.03771043771,26.51785714,1.723232323,"['Loss', 'Win', 'Loss', 'Win', 'Loss']",77.031,693.279,0,-770.31,693.279
33,6,208.05,2024-01-30 8:11:53,[-110 -120  105 -110 -150 -110],"[0.5238095238095238, 0.5454545454545454, 0.4878048780487805, 0.5238095238095238, 0.6, 0.5238095238095238]",0.02294436939,43.58367769,2.204687995,"['Loss', 'Win', 'Win', 'Win', 'Loss', 'Win']",20.805,187.245,74.898,-133.152,-95.703
86,3,901.44,2024-11-04 16:52:12,[ 200 -120 -110],"[0.3333333333333333, 0.5454545454545454, 0.5238095238095238]",0.09523809524,10.5,0.4025974026,"['Loss', 'Loss', 'Win']",90.144,811.296,0,-901.44,811.296
52,5,872.14,2024-06-11 2:14:29,[-200  150 -200  110 -350],"[0.6666666666666666, 0.4, 0.6666666666666666, 0.47619047619047616, 0.7777777777777778]",0.0658436214,15.1875,1.987301587,"['Win', 'Loss', 'Win', 'Win', 'Loss']",87.214,784.926,235.4778,-636.6622,-322.6918
77,4,969.54,2024-01-28 0:49:23,[ 150  100 -200  200],"[0.4, 0.5, 0.6666666666666666, 0.3333333333333333]",0.04444444444,22.5,0.9,"['Win', 'Loss', 'Loss', 'Loss']",96.954,872.586,0,-969.54,872.586
4,6,264.64,2024-04-16 17:40:32,[-150 -350 -350  100  180  110],"[0.6, 0.7777777777777778, 0.7777777777777778, 0.5, 0.35714285714285715, 0.47619047619047616]",0.03086419753,32.4,2.488888889,"['Win', 'Win', 'Win', 'Win', 'Win', 'Win']",26.464,238.176,5954.4,5689.76,-5980.864
91,3,930.5,2024-10-28 14:43:13,[ 105 -120  180],"[0.4878048780487805, 0.5454545454545454, 0.35714285714285715]",0.0950269243,10.52333333,0.3904022806,"['Loss', 'Loss', 'Loss']",93.05,837.45,0,-930.5,837.45
77,4,147.68,2024-11-14 6:52:46,[ 180 -350  100  150],"[0.35714285714285715, 0.7777777777777778, 0.5, 0.4]",0.05555555556,18,1.034920635,"['Win', 'Loss', 'Win', 'Loss']",14.768,132.912,0,-147.68,132.912
63,5,427.49,2024-04-05 19:05:17,[ 115  115  100  200 -200],"[0.46511627906976744, 0.46511627906976744, 0.5, 0.3333333333333333, 0.6666666666666666]",0.02403701701,41.6025,1.430232558,"['Loss', 'Loss', 'Win', 'Loss', 'Loss']",42.749,384.741,0,-427.49,384.741
72,2,392.61,2024-07-20 20:52:26,[110 105],"[0.47619047619047616, 0.4878048780487805]",0.2322880372,4.305,-0.03600464576,"['Win', 'Loss']",39.261,353.349,0,-392.61,353.349
94,2,920.14,2024-10-22 18:19:21,[-110  115],"[0.5238095238095238, 0.46511627906976744]",0.2436323367,4.104545455,-0.01107419712,"['Win', 'Win']",92.014,828.126,2070.315,1150.175,-2162.329
99,2,985.79,2024-05-13 5:50:06,[-150 -120],"[0.6, 0.5454545454545454]",0.3272727273,3.055555556,0.1454545455,"['Win', 'Win']",98.579,887.211,2218.0275,1232.2375,-2316.6065
40,6,809.45,2024-01-27 4:11:48,[ 200  105  115 -120  105 -350],"[0.3333333333333333, 0.4878048780487805, 0.46511627906976744, 0.5454545454545454, 0.4878048780487805, 0.7777777777777778]",0.01565116461,63.89300893,2.097291692,"['Loss', 'Loss', 'Win', 'Loss', 'Loss', 'Win']",80.945,728.505,0,-809.45,728.505
60,3,667.13,2024-01-28 19:09:10,[-150 -250 -200],"[0.6, 0.7142857142857143, 0.6666666666666666]",0.2857142857,3.5,0.980952381,"['Loss', 'Win', 'Win']",66.713,600.417,660.4587,-6.6713,-727.1717
54,5,25.01,2024-08-29 0:21:39,[-110  180 -110 -120  105],"[0.5238095238095238, 0.35714285714285715, 0.5238095238095238, 0.5454545454545454, 0.4878048780487805]",0.02607314703,38.35363636,1.438021328,"['Win', 'Loss', 'Loss', 'Loss', 'Win']",2.501,22.509,0,-25.01,22.509
34,4,572.42,2024-02-02 5:13:39,[-200  200  100  110],"[0.6666666666666666, 0.3333333333333333, 0.5, 0.47619047619047616]",0.05291005291,18.9,0.9761904762,"['Win', 'Win', 'Loss', 'Win']",57.242,515.178,515.178,-57.242,-572.42
67,5,530.76,2024-09-01 22:52:42,[-350 -200  115  100  100],"[0.7777777777777778, 0.6666666666666666, 0.46511627906976744, 0.5, 0.5]",0.06029285099,16.58571429,1.909560724,"['Win', 'Win', 'Loss', 'Win', 'Loss']",53.076,477.684,143.3052,-387.4548,-196.3812
80,5,720.15,2024-02-08 21:36:39,[-350 -250  105 -350  200],"[0.7777777777777778, 0.7142857142857143, 0.4878048780487805, 0.7777777777777778, 0.3333333333333333]",0.07025996186,14.23285714,2.090979481,"['Win', 'Loss', 'Loss', 'Win', 'Loss']",72.015,648.135,0,-720.15,648.135
49,6,515.57,2024-11-20 21:46:49,[-200  110  180 -110 -250  180],"[0.6666666666666666, 0.47619047619047616, 0.35714285714285715, 0.5238095238095238, 0.7142857142857143, 0.35714285714285715]",0.01515021298,66.00567273,2.095238095,"['Win', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",51.557,464.013,0,-515.57,464.013
100,5,936.28,2024-01-26 12:16:04,[-150  105 -200  105 -150],"[0.6, 0.4878048780487805, 0.6666666666666666, 0.4878048780487805, 0.6]",0.05710886377,17.51041667,1.842276423,"['Win', 'Loss', 'Loss', 'Loss', 'Win']",93.628,842.652,0,-936.28,842.652
52,6,608.49,2024-07-29 21:13:29,[ 110  115 -250 -200 -120 -110],"[0.47619047619047616, 0.46511627906976744, 0.7142857142857143, 0.6666666666666666, 0.5454545454545454, 0.5238095238095238]",0.03013386972,33.18525,2.391523205,"['Loss', 'Win', 'Win', 'Win', 'Win', 'Loss']",60.849,547.641,219.0564,-389.4336,-279.9054
6,4,132.13,2024-10-06 23:02:53,[-250  100 -150  180],"[0.7142857142857143, 0.5, 0.6, 0.35714285714285715]",0.07653061224,13.06666667,1.171428571,"['Win', 'Loss', 'Loss', 'Win']",13.213,118.917,0,-132.13,118.917
43,6,160.63,2024-08-08 1:09:23,[150 110 150 115 150 110],"[0.4, 0.47619047619047616, 0.4, 0.46511627906976744, 0.4, 0.47619047619047616]",0.006749986816,148.1484375,1.617497231,"['Win', 'Win', 'Loss', 'Loss', 'Loss', 'Win']",16.063,144.567,0,-160.63,144.567
20,4,413.54,2024-03-01 12:05:16,[-200 -110 -200 -120],"[0.6666666666666666, 0.5238095238095238, 0.6666666666666666, 0.5454545454545454]",0.126984127,7.875,1.402597403,"['Win', 'Loss', 'Win', 'Win']",41.354,372.186,372.186,-41.354,-413.54
54,3,973.9,2024-06-08 0:36:28,[-150  105 -120],"[0.6, 0.4878048780487805, 0.5454545454545454]",0.1596452328,6.263888889,0.6332594235,"['Win', 'Win', 'Win']",97.39,876.51,1533.8925,559.9925,-1631.2825
97,3,884.86,2024-09-11 12:45:17,[-200  100 -150],"[0.6666666666666666, 0.5, 0.6]",0.2,5,0.7666666667,"['Loss', 'Loss', 'Loss']",88.486,796.374,0,-884.86,796.374
24,5,307.35,2024-08-18 12:23:28,[-350 -350  100  150  180],"[0.7777777777777778, 0.7777777777777778, 0.5, 0.4, 0.35714285714285715]",0.04320987654,23.14285714,1.812698413,"['Win', 'Win', 'Win', 'Loss', 'Loss']",30.735,276.615,82.9845,-224.3655,-113.7195
24,3,558.6,2024-10-03 11:55:02,[-110 -250 -250],"[0.5238095238095238, 0.7142857142857143, 0.7142857142857143]",0.267249757,3.741818182,0.9523809524,"['Loss', 'Win', 'Loss']",55.86,502.74,0,-558.6,502.74
53,5,92.32,2024-09-22 1:53:56,[ 115 -150  110 -110  180],"[0.46511627906976744, 0.6, 0.47619047619047616, 0.5238095238095238, 0.35714285714285715]",0.02486044252,40.22454545,1.422259136,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",9.232,83.088,0,-92.32,83.088
82,5,194.2,2024-02-11 4:10:52,[-150  105 -110 -110  115],"[0.6, 0.4878048780487805, 0.5238095238095238, 0.5238095238095238, 0.46511627906976744]",0.037351299,26.77283058,1.600540205,"['Win', 'Loss', 'Loss', 'Win', 'Loss']",19.42,174.78,0,-194.2,174.78
18,4,199.32,2024-10-08 0:54:04,[-120  180 -350 -200],"[0.5454545454545454, 0.35714285714285715, 0.7777777777777778, 0.6666666666666666]",0.101010101,9.9,1.347041847,"['Win', 'Loss', 'Win', 'Win']",19.932,179.388,179.388,-19.932,-199.32
24,5,569.09,2024-09-13 15:24:32,[ 115 -350  180  200  110],"[0.46511627906976744, 0.7777777777777778, 0.35714285714285715, 0.3333333333333333, 0.47619047619047616]",0.02050777245,48.762,1.409560724,"['Win', 'Win', 'Win', 'Loss', 'Loss']",56.909,512.181,153.6543,-415.4357,-210.5633
97,2,822.31,2024-01-15 5:57:51,[ 150 -250],"[0.4, 0.7142857142857143]",0.2857142857,3.5,0.1142857143,"['Loss', 'Win']",82.231,740.079,0,-822.31,740.079
8,5,970.39,2024-04-29 5:47:31,[ 180 -350 -150 -250 -150],"[0.35714285714285715, 0.7777777777777778, 0.6, 0.7142857142857143, 0.6]",0.07142857143,14,2.049206349,"['Win', 'Loss', 'Win', 'Loss', 'Win']",97.039,873.351,262.0053,-708.3847,-359.0443
29,6,402.68,2024-09-17 6:49:05,[-200 -120  150  200  150 -350],"[0.6666666666666666, 0.5454545454545454, 0.4, 0.3333333333333333, 0.4, 0.7777777777777778]",0.01508417508,66.29464286,2.123232323,"['Win', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",40.268,362.412,0,-402.68,362.412
9,2,514.9,2024-03-08 4:59:32,[105 150],"[0.4878048780487805, 0.4]",0.1951219512,5.125,-0.112195122,"['Win', 'Loss']",51.49,463.41,0,-514.9,463.41
30,2,561.46,2024-11-16 13:29:03,[-110 -110],"[0.5238095238095238, 0.5238095238095238]",0.2743764172,3.644628099,0.04761904762,"['Loss', 'Win']",56.146,505.314,0,-561.46,505.314
74,6,279.79,2024-05-08 14:28:29,[ 115  200  100 -120 -150  200],"[0.46511627906976744, 0.3333333333333333, 0.5, 0.5454545454545454, 0.6, 0.3333333333333333]",0.008456659619,118.25,1.777237491,"['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",27.979,251.811,0,-279.79,251.811
17,3,601.09,2024-01-12 16:05:37,[-250  200  105],"[0.7142857142857143, 0.3333333333333333, 0.4878048780487805]",0.1161440186,8.61,0.5354239257,"['Win', 'Loss', 'Loss']",60.109,540.981,0,-601.09,540.981
69,4,948.14,2024-08-01 5:45:42,[ 200  150 -200  115],"[0.3333333333333333, 0.4, 0.6666666666666666, 0.46511627906976744]",0.04134366925,24.1875,0.8651162791,"['Loss', 'Loss', 'Win', 'Win']",94.814,853.326,0,-948.14,853.326
61,4,345.33,2024-04-10 8:00:56,[-110  105  200  115],"[0.5238095238095238, 0.4878048780487805, 0.3333333333333333, 0.46511627906976744]",0.03961501409,25.24295455,0.8100640143,"['Win', 'Loss', 'Win', 'Loss']",34.533,310.797,0,-345.33,310.797
8,6,898.1,2024-02-03 5:05:25,[ 110 -150  110  115  105 -150],"[0.47619047619047616, 0.6, 0.47619047619047616, 0.46511627906976744, 0.4878048780487805, 0.6]",0.01852130529,53.991875,2.105302109,"['Loss', 'Win', 'Loss', 'Win', 'Win', 'Loss']",89.81,808.29,0,-898.1,808.29
65,6,306.71,2024-06-19 19:47:27,[ 110 -250  105 -110 -200 -200],"[0.47619047619047616, 0.7142857142857143, 0.4878048780487805, 0.5238095238095238, 0.6666666666666666, 0.6666666666666666]",0.03862688449,25.88870455,2.535423926,"['Loss', 'Win', 'Loss', 'Win', 'Win', 'Loss']",30.671,276.039,0,-306.71,276.039
26,2,941.15,2024-05-13 3:25:42,[-350 -250],"[0.7777777777777778, 0.7142857142857143]",0.5555555556,1.8,0.4920634921,"['Win', 'Win']",94.115,847.035,2117.5875,1176.4375,-2211.7025
96,6,967.92,2024-02-02 21:38:36,[ 115  200 -250  115  115 -120],"[0.46511627906976744, 0.3333333333333333, 0.7142857142857143, 0.46511627906976744, 0.46511627906976744, 0.5454545454545454]",0.01306754171,76.5254875,1.98842243,"['Loss', 'Loss', 'Win', 'Loss', 'Win', 'Win']",96.792,871.128,0,-967.92,871.128
62,3,367.19,2024-12-16 20:45:53,[-120  115 -150],"[0.5454545454545454, 0.46511627906976744, 0.6]",0.1522198732,6.569444444,0.6105708245,"['Win', 'Win', 'Win']",36.719,330.471,578.32425,211.13425,-615.04325
35,3,943.45,2024-09-08 11:10:45,[ 105 -110  150],"[0.4878048780487805, 0.5238095238095238, 0.4]",0.1022067364,9.784090909,0.4116144019,"['Loss', 'Win', 'Win']",94.345,849.105,934.0155,-9.4345,-1028.3605
51,6,76.23,2024-06-12 3:00:41,[-120 -110 -150 -250 -350 -250],"[0.5454545454545454, 0.5238095238095238, 0.6, 0.7142857142857143, 0.7777777777777778, 0.7142857142857143]",0.06802721088,14.7,2.875613276,"['Win', 'Loss', 'Win', 'Win', 'Win', 'Win']",7.623,68.607,137.214,60.984,-144.837
16,2,279.69,2024-01-10 13:06:43,[-110 -110],"[0.5238095238095238, 0.5238095238095238]",0.2743764172,3.644628099,0.04761904762,"['Win', 'Loss']",27.969,251.721,0,-279.69,251.721
52,6,578.55,2024-04-04 15:01:37,[ 180  100 -120 -150 -250  105],"[0.35714285714285715, 0.5, 0.5454545454545454, 0.6, 0.7142857142857143, 0.4878048780487805]",0.02036291235,49.10888889,2.204687995,"['Win', 'Win', 'Loss', 'Win', 'Win', 'Loss']",57.855,520.695,208.278,-370.272,-266.133
76,6,437.62,2024-03-31 1:27:50,[-350 -120  180 -120  150  200],"[0.7777777777777778, 0.5454545454545454, 0.35714285714285715, 0.5454545454545454, 0.4, 0.3333333333333333]",0.01101928375,90.75,1.959163059,"['Win', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",43.762,393.858,0,-437.62,393.858
2,4,810.07,2024-02-28 21:47:36,[ 200 -120  110  180],"[0.3333333333333333, 0.5454545454545454, 0.47619047619047616, 0.35714285714285715]",0.03092145949,32.34,0.7121212121,"['Win', 'Loss', 'Loss', 'Loss']",81.007,729.063,0,-810.07,729.063
54,6,405.08,2024-09-29 20:28:50,[ 150  115 -200 -120  150  100],"[0.4, 0.46511627906976744, 0.6666666666666666, 0.5454545454545454, 0.4, 0.5]",0.01353065539,73.90625,1.977237491,"['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",40.508,364.572,0,-405.08,364.572
42,2,705.41,2024-03-04 11:11:23,[110 180],"[0.47619047619047616, 0.35714285714285715]",0.1700680272,5.88,-0.1666666667,"['Loss', 'Loss']",70.541,634.869,0,-705.41,634.869
29,5,451.48,2024-09-20 9:52:17,[ 105  110 -200  150 -250],"[0.4878048780487805, 0.47619047619047616, 0.6666666666666666, 0.4, 0.7142857142857143]",0.04424534041,22.60125,1.744947735,"['Loss', 'Win', 'Win', 'Loss', 'Loss']",45.148,406.332,0,-451.48,406.332
54,3,446.22,2024-11-22 21:30:06,[ 115  115 -150],"[0.46511627906976744, 0.46511627906976744, 0.6]",0.1297998918,7.704166667,0.5302325581,"['Win', 'Loss', 'Win']",44.622,401.598,441.7578,-4.4622,-486.3798
2,6,662.11,2024-07-16 9:46:05,[ 110 -350 -110 -250  150  110],"[0.47619047619047616, 0.7777777777777778, 0.5238095238095238, 0.7142857142857143, 0.4, 0.47619047619047616]",0.02639503773,37.88590909,2.368253968,"['Win', 'Win', 'Loss', 'Win', 'Loss', 'Win']",66.211,595.899,238.3596,-423.7504,-304.5706
68,4,935.34,2024-05-21 0:45:10,[ 200 -200  105 -200],"[0.3333333333333333, 0.6666666666666666, 0.4878048780487805, 0.6666666666666666]",0.07226738934,13.8375,1.154471545,"['Loss', 'Win', 'Loss', 'Win']",93.534,841.806,0,-935.34,841.806
15,6,125.09,2024-12-25 15:16:41,[-110  200 -250 -250  150 -150],"[0.5238095238095238, 0.3333333333333333, 0.7142857142857143, 0.7142857142857143, 0.4, 0.6]",0.02137998056,46.77272727,2.285714286,"['Loss', 'Loss', 'Loss', 'Win', 'Loss', 'Win']",12.509,112.581,0,-125.09,112.581
27,6,683.27,2024-02-11 3:21:59,[150 115 200 110 100 180],"[0.4, 0.46511627906976744, 0.3333333333333333, 0.47619047619047616, 0.5, 0.35714285714285715]",0.0052734272,189.63,1.531782946,"['Loss', 'Win', 'Win', 'Loss', 'Loss', 'Win']",68.327,614.943,0,-683.27,614.943
47,2,596.22,2024-10-23 5:45:45,[-200  100],"[0.6666666666666666, 0.5]",0.3333333333,3,0.1666666667,"['Loss', 'Win']",59.622,536.598,0,-596.22,536.598
58,6,500.56,2024-04-07 16:06:16,[-120 -200 -110 -110 -150 -350],"[0.5454545454545454, 0.6666666666666666, 0.5238095238095238, 0.5238095238095238, 0.6, 0.7777777777777778]",0.04656084656,21.47727273,2.637518038,"['Loss', 'Win', 'Win', 'Loss', 'Win', 'Win']",50.056,450.504,180.2016,-320.3584,-230.2576
86,3,744.64,2024-09-17 13:30:09,[ 100 -200 -150],"[0.5, 0.6666666666666666, 0.6]",0.2,5,0.7666666667,"['Loss', 'Win', 'Loss']",74.464,670.176,0,-744.64,670.176
45,5,917.34,2024-07-05 11:52:30,[ 115 -350 -200  200 -150],"[0.46511627906976744, 0.7777777777777778, 0.6666666666666666, 0.3333333333333333, 0.6]",0.04823428079,20.73214286,1.842894057,"['Loss', 'Win', 'Win', 'Loss', 'Loss']",91.734,825.606,0,-917.34,825.606
40,3,298.33,2024-06-15 4:14:03,[ 150 -350 -120],"[0.4, 0.7777777777777778, 0.5454545454545454]",0.1696969697,5.892857143,0.7232323232,"['Loss', 'Win', 'Loss']",29.833,268.497,0,-298.33,268.497
32,4,112.81,2024-08-18 0:56:25,[-350 -200  150 -350],"[0.7777777777777778, 0.6666666666666666, 0.4, 0.7777777777777778]",0.1613168724,6.198979592,1.622222222,"['Win', 'Win', 'Loss', 'Win']",11.281,101.529,101.529,-11.281,-112.81
36,6,354.34,2024-05-02 18:19:40,[ 115  150 -110 -350  150 -110],"[0.46511627906976744, 0.4, 0.5238095238095238, 0.7777777777777778, 0.4, 0.5238095238095238]",0.01588121898,62.96745868,2.090513104,"['Loss', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",35.434,318.906,0,-354.34,318.906
85,2,201.15,2024-10-19 15:22:27,[ 100 -350],"[0.5, 0.7777777777777778]",0.3888888889,2.571428571,0.2777777778,"['Win', 'Win']",20.115,181.035,452.5875,251.4375,-472.7025
32,6,42.7,2024-11-10 8:02:36,[-350 -200  100  200 -110 -150],"[0.7777777777777778, 0.6666666666666666, 0.5, 0.3333333333333333, 0.5238095238095238, 0.6]",0.02716049383,36.81818182,2.401587302,"['Win', 'Loss', 'Loss', 'Loss', 'Loss', 'Win']",4.27,38.43,0,-42.7,38.43
14,3,241.12,2024-02-10 15:26:03,[ 105 -350 -120],"[0.4878048780487805, 0.7777777777777778, 0.5454545454545454]",0.206947524,4.832142857,0.8110372013,"['Win', 'Win', 'Win']",24.112,217.008,379.764,138.644,-403.876
47,4,265.19,2024-10-27 1:02:16,[-110 -150 -120 -150],"[0.5238095238095238, 0.6, 0.5454545454545454, 0.6]",0.1028571429,9.722222222,1.269264069,"['Win', 'Win', 'Win', 'Win']",26.519,238.671,954.684,689.494,-981.203
5,4,595.43,2024-12-12 5:39:39,[ 105 -150 -110 -120],"[0.4878048780487805, 0.6, 0.5238095238095238, 0.5454545454545454]",0.08362369338,11.95833333,1.157068947,"['Loss', 'Win', 'Loss', 'Win']",59.543,535.887,0,-595.43,535.887
81,4,491.91,2024-02-03 17:52:50,[-250 -150 -150  115],"[0.7142857142857143, 0.6, 0.6, 0.46511627906976744]",0.1196013289,8.361111111,1.379401993,"['Win', 'Win', 'Win', 'Win']",49.191,442.719,1770.876,1278.966,-1820.067
35,6,822.1,2024-11-19 7:26:29,[ 105  200 -150 -350  110  115],"[0.4878048780487805, 0.3333333333333333, 0.6, 0.7777777777777778, 0.47619047619047616, 0.46511627906976744]",0.01680636961,59.50125,2.140222744,"['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",82.21,739.89,0,-822.1,739.89
25,6,708.72,2024-10-13 18:53:30,[ 115 -120  105 -200  110  105],"[0.46511627906976744, 0.5454545454545454, 0.4878048780487805, 0.6666666666666666, 0.47619047619047616, 0.4878048780487805]",0.01916469136,52.17929063,2.129037723,"['Loss', 'Win', 'Loss', 'Win', 'Loss', 'Win']",70.872,637.848,0,-708.72,637.848
17,5,81.12,2024-08-25 12:53:38,[-200 -110 -150 -120 -110],"[0.6666666666666666, 0.5238095238095238, 0.6, 0.5454545454545454, 0.5238095238095238]",0.05986394558,16.70454545,1.85974026,"['Win', 'Win', 'Win', 'Win', 'Win']",8.112,73.008,730.08,648.96,-738.192
14,3,377.89,2024-01-21 8:18:46,[ 110 -200 -120],"[0.47619047619047616, 0.6666666666666666, 0.5454545454545454]",0.1731601732,5.775,0.6883116883,"['Win', 'Win', 'Loss']",37.789,340.101,374.1111,-3.7789,-411.9001
72,4,785.2,2024-04-17 19:22:05,[ 150  180 -200 -150],"[0.4, 0.35714285714285715, 0.6666666666666666, 0.6]",0.05714285714,17.5,1.023809524,"['Loss', 'Loss', 'Win', 'Win']",78.52,706.68,0,-785.2,706.68
70,2,176.27,2024-10-28 12:58:41,[-120 -250],"[0.5454545454545454, 0.7142857142857143]",0.3896103896,2.566666667,0.2597402597,"['Loss', 'Loss']",17.627,158.643,0,-176.27,158.643
