User_ID,Num_Bets,Bet_Amount,Odds,Adjusted_Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Overall_Result
64,6,29.66,[-150 -200  110  210 -200 -200],"[126.72031156037914, 118.7853571788075, -240.3581819282771, -217.73219464176447, 118.7853571788075, 118.7853571788075]","[0.44107208265444026, 0.457068979795904, 0.7061918728280411, 0.6852695392963006, 0.457068979795904, 0.457068979795904]",0.020381632015194585,49.063784453300705,2.2037404341664937,Loss
60,3,492.86,[-120 -200  210],"[240.22186095438465, 153.9008221930867, -250.0494931221627]","[0.29392585097113305, 0.39385457335759205, 0.7143261111219456]",0.08269327695313577,12.092881511597653,0.40210653545067077,Win
21,2,176.82,[110 160],"[639.0993566833461, -555.619509239624]","[0.13529980657640217, 0.8474725071619997]",0.11466286629783717,8.721219277760742,-0.017227686261598096,Win
33,3,162.87,[-120 -200  210],"[240.22186095438465, 153.9008221930867, -250.0494931221627]","[0.29392585097113305, 0.39385457335759205, 0.7143261111219456]",0.08269327695313577,12.092881511597653,0.40210653545067077,Loss
76,5,453.92,[-150 -120  110 -150  110],"[136.17393204413852, 149.71322182517042, -256.7995974336394, 136.17393204413852, -256.7995974336394]","[0.4234167553314521, 0.40045937203121806, 0.7197306254848036, 0.4234167553314521, 0.7197306254848036]",0.03719071324654135,26.88843296365115,1.6867541336637295,Loss
58,4,296.7,[-150  160  110 -150],"[153.31789072080664, -248.37353816230825, -290.1931558000522, 153.31789072080664]","[0.3947609058146415, 0.7129517915525211, 0.7437166733615305, 0.3947609058146415]",0.08262965821511857,12.10219213779868,1.2461902765433344,Loss
22,3,115.29,[ 110 -120  110],"[-387.7338877338877, 248.80898876404493, -387.7338877338877]","[0.7949701619778345, 0.2866898595541812, 0.7949701619778345]",0.181181557469143,5.519325553707694,0.8766301835098504,Loss
89,2,445.66,[210 110],"[-378.44712182061573, 347.486798357129]","[0.7909904868494684, 0.22347027972027966]",0.17676286535233088,5.657296842335971,0.01446076656974804,Loss
49,5,496.75,[-150  110  160 -200 -120],"[136.63452290774768, -257.63395881815774, -233.57608775353873, 125.1706090465191, 150.4100213384427]","[0.4225926072460067, 0.7203844950002471, 0.7002183199837616, 0.44410769426546476, 0.39934504004871507]",0.03780561554222964,26.451096898104456,1.6866481565441953,Loss
91,6,52.47,[ 210 -150  110  110  110 -120],"[-221.46619546344905, 132.87552328393298, -250.9172860120704, -250.9172860120704, -250.9172860120704, 144.77435497900458]","[0.6889253009765686, 0.42941395724992193, 0.7150325618426209, 0.7150325618426209, 0.7150325618426209, 0.4085395302484913]",0.04418347143076323,22.632897950696986,2.671976474002844,Win
59,5,432.5,[ 210 -200  160  210  160],"[-232.62297859522957, 134.8221282980448, -247.678311032035, -232.62297859522957, -247.678311032035]","[0.6993593153956736, 0.42585424433712804, 0.712377802045909, 0.6993593153956736, 0.712377802045909]",0.10570181984923745,9.460575053734178,2.249328479220293,Loss
42,4,201.35,[ 210 -150 -200 -200],"[-229.35218214647466, 146.55955291652114, 131.2788423934298, 131.2788423934298]","[0.6963736528227208, 0.40558152712848844, 0.43237850451486354, 0.43237850451486354]",0.05280179511389142,18.938750052778296,0.9667121889809365,Loss
92,5,266.8,[-120  210  110 -200  210],"[162.31278723158837, -228.10242060678078, -272.05961850335933, 129.92806720336833, -228.10242060678078]","[0.3812242668586069, 0.6952171220954005, 0.7312258707293785, 0.43491863005811865, 0.6952171220954005]",0.058597760272729185,17.065498670012992,1.937803011836905,Loss
60,6,458.26,[ 110 -120  210  210 -150  210],"[-260.6205633058596, 152.89666183262676, -224.64063292968603, -224.64063292968603, 138.2687510952198, -224.64063292968603]","[0.722700227953487, 0.39541842614823625, 0.6919670865055915, 0.6919670865055915, 0.41969414596057036, 0.6919670865055915]",0.03973784573709741,25.164927324342756,2.613714059579068,Loss
80,2,486.96,[-150  110],"[299.3377483443708, -1187.96498905908]","[0.2504145936981758, 0.9223581379544682]",0.23097193836007415,4.329530275842635,0.17277273165264395,Loss
15,3,138.46,[ 110 -200 -120],"[-337.4429223744292, 146.70616448018058, 213.04199385455786]","[0.7713987473903966, 0.40534049974269537, 0.3194459592103828]",0.0998840922005455,10.011604230153264,0.49618520634347485,Loss
62,4,114.3,[-150 -200  160 -200],"[144.75580464371498, 130.1890189018902, -240.8168232487952, 130.1890189018902]","[0.40857049394831535, 0.4344255884883084, 0.7065872539777758, 0.4344255884883084]",0.054483323880173774,18.354239954216435,0.984008924902708,Loss
62,6,49.45,[ 110  160 -200  210 -120 -150],"[-248.42214765475745, -228.91485365866026, 121.86730318397956, -220.6113767351676, 142.66534562871522, 131.44873426865647]","[0.7129918385696669, 0.6959699481867196, 0.4507198607677525, 0.6880959090774801, 0.412090155439841, 0.4320611228053811]",0.02740110941054818,36.49487270814829,2.391928834846841,Loss
47,4,285.28,[ 210  160 -120 -200],"[-236.3720493587823, -253.860209108984, 187.52783759832127, 138.898052774458]","[0.7027101383999428, 0.7174025295135645, 0.34779241145930645, 0.4185885939154528]",0.07339164379790662,13.625529396148004,1.1864936732882665,Loss
62,5,16.67,[ 210  110  110 -120  110],"[-228.68292873770073, -274.07319202984837, -274.07319202984837, 163.95277111436494, -274.07319202984837]","[0.6957554188042326, 0.7326726369848479, 0.7326726369848479, 0.37885565503940927, 0.7326726369848479]",0.10367171634461239,9.64583239536545,2.2726289847981853,Loss
51,4,211.83,[-150 -120 -120  110],"[149.41053574093417, 170.46779891882684, 170.46779891882684, -282.1357103874841]","[0.400945371866212, 0.3697297807714705, 0.3697297807714705, 0.7383128629915262]",0.04046639403916602,24.711863355853616,0.8787177964006792,Loss
55,6,45.96,[-120 -200  160  210  160  210],"[151.76192971832478, 125.72985089602315, -234.3733676832387, -224.2080157882505, -234.3733676832387, -224.2080157882505]","[0.3972006415421171, 0.4430074250395111, 0.7009331194859609, 0.6915560531195724, 0.7009331194859609, 0.6915560531195724]",0.04134556040847604,24.186393656790177,2.6251864117926944,Loss
64,3,208.56,[ 110 -150 -150],"[-339.82657169402296, 174.6898263027295, 174.6898263027295]","[0.7726376566680749, 0.3640469738030714, 0.3640469738030714]",0.10239782249755429,9.765832667231614,0.5007316042742176,Loss
3,3,29.57,[ 110  110 -120],"[-387.7338877338877, -387.7338877338877, 248.808988764045]","[0.7949701619778345, 0.7949701619778345, 0.2866898595541811]",0.1811815574691429,5.519325553707696,0.8766301835098502,Loss
51,4,419.26,[-150  160  110  160],"[163.4918059386662, -257.2516850206299, -312.5697627586736, -257.2516850206299]","[0.37951844325389505, 0.7200852950652272, 0.7576167498768118, 0.7200852950652272]",0.14909062596670397,6.707329810415629,1.5773057832611617,Win
7,2,112.77,[210 160],"[-462.123733171986, -2102.1953896816703]","[0.8221032237231579, 0.9545907686172864]",0.7847721482166383,1.2742552118757755,0.7766939923404443,Loss
21,4,170.87,[-150  210  160 -120],"[163.0877480977928, -238.1805974567767, -256.90116005900893, 193.6263785920507]","[0.3801013187540335, 0.7043000078891838, 0.7198103811613661, 0.34056885651590185]",0.06562663049489668,15.23771664732601,1.1447805643204854,Loss
73,5,436.32,[-120 -150 -120  110  210],"[156.20573376133385, 140.42082297947078, 156.20573376133385, -264.6170253038914, -225.8828554987167]","[0.3903113272755797, 0.41593735002121207, 0.3903113272755797, 0.7257396307354145, 0.6931412674442035]",0.0318751932512823,31.372358815731143,1.6154409027519896,Loss
39,3,375.67,[-150  210  160],"[221.36003921843266, -264.3669536664909, -305.7536219501776]","[0.311177457667749, 0.7255514008783269, 0.753545021928901]",0.17013180842742562,5.877795629419747,0.7902738804749769,Loss
18,3,117.33,[ 110 -150  160],"[-402.11080885644435, 196.30814668963816, -285.1627225373979]","[0.8008407741156784, 0.3374865022011795, 0.7403694746438231]",0.2001018432430807,4.997455214768887,0.8786967509606809,Loss
4,3,45.23,[160 160 160],"[-339.4014962593516, -339.4014962593516, -339.4014962593516]","[0.7724177071509648, 0.7724177071509648, 0.7724177071509648]",0.4608468925028384,2.169918070986756,1.3172531214528944,Win
89,2,360.68,[ 160 -150],"[-414.8347425057648, 367.4641148325358]","[0.8057629143027769, 0.2139201637666326]",0.17236893458472918,5.801509433293171,0.0196830780694095,Loss
60,2,201.44,[-120  160],"[2716.5957446808497, -460.2200592467202]","[0.035503852545701785, 0.8214987158180994]",0.029166369272889178,34.28606387869893,-0.14299743163619882,Loss
14,6,385.38,[ 110 -150 -200 -120  110  160],"[-244.99735512607234, 129.46273948786046, 120.58111457328881, 139.75678376735775, -244.99735512607234, -227.1218900320979]","[0.710142705402895, 0.43580060197655934, 0.45334796767823327, 0.41708934541361137, 0.710142705402895, 0.6943035515287962]",0.028852884836046724,34.658579399681784,2.42082687740299,Win
9,4,228.19,[-150 -150  160  110],"[153.31789072080664, 153.31789072080664, -248.37353816230828, -290.19315580005224]","[0.3947609058146415, 0.3947609058146415, 0.7129517915525212, 0.7437166733615305]",0.08262965821511858,12.102192137798678,1.2461902765433348,Loss
90,4,179.54,[-150  210 -120  110],"[158.38144370943795, -235.73953016764406, 185.44829113407695, -301.0672481893607]","[0.3870246971468071, 0.7021500567714883, 0.35032614699742354, 0.750665255137498]",0.07146402652750214,13.99305424828198,1.190166156053217,Loss
53,5,231.09,[ 160  110  210  110 -200],"[-240.61216951115944, -272.4457963963139, -228.21439619661666, -272.4457963963139, 130.04902353410384]","[0.7064109595863288, 0.7315045545752609, 0.6953211036480708, 0.7315045545752609, 0.43468995635695623]",0.11425008034233858,8.752729074707021,2.299431128741878,Loss
2,3,376.79,[ 160 -120  160],"[-304.52150263471015, 313.8782608695653, -304.52150263471015]","[0.7527943524665938, 0.24161694260021846, 0.7527943524665938]",0.13692416120502518,7.303312952216205,0.7472056475334061,Loss
84,2,452.09,[-200  160],"[204.6163443543356, -377.08553326293554]","[0.32828179397911117, 0.7903939796370075]",0.2594719535855259,3.8539810803497296,0.11867577361611881,Win
92,5,34.39,[ 160 -120 -200  160  210],"[-241.1673576401462, 163.62003998384625, 130.42855934228078, -241.1673576401462, -228.56566976521842]","[0.7068887226149074, 0.37933383215527794, 0.4339739843248295, 0.7068887226149074, 0.695646839575612]",0.05722373444067813,17.475266334403,1.922732101285534,Loss
60,5,266.81,[ 160 -150  160 -120 -150],"[-236.45925978630805, 139.85868931094834, -236.45925978630805, 155.3375690707176, 139.85868931094834]","[0.7027871960976435, 0.4169121422587358, 0.7027871960976435, 0.39163841170706953, 0.4169121422587358]",0.033621884308790186,29.74253289362957,1.6310370884198284,Loss
71,2,26.09,[210 210],"[-584.1498559077809, -584.1498559077809]","[0.8538331929233361, 0.8538331929233361]",0.729031121337659,1.3716835546953814,0.7076663858466723,Loss
44,4,239.52,[ 210 -200  210  110],"[-240.11435449894677, 142.98217329218295, -240.11435449894677, -320.53998191448136]","[0.7059812422580074, 0.41155282564598383, 0.7059812422580074, 0.7622104810468759]",0.1563460193796658,6.396069461619174,1.5857257912088745,Loss
8,3,443.79,[-120 -200 -150],"[197.76767259198013, 142.16939078751858, 165.42185338865838]","[0.3358322921005137, 0.41293410234384587, 0.3767587285044293]",0.05224762177873013,19.139627143892266,0.12552512294878881,Loss
47,4,187.18,[ 110 -200 -120 -150],"[-274.5418524021793, 130.70004636068612, 164.33373489293905, 145.59977964467703]","[0.7330071409679979, 0.43346328523773164, 0.37830963967010184, 0.4071664890932541]",0.048941802326872307,20.432431019217564,0.9519465549690853,Loss
35,5,466.9,[-120 -120 -150  210  160],"[159.63190821230347, 159.63190821230347, 142.62223603567745, -227.13946901354586, -238.92151990333068]","[0.38516067107679636, 0.38516067107679636, 0.4121633764239773, 0.6943199782602224, 0.7049464429744011]",0.029927404511632987,33.41419064961992,1.5817511398121935,Loss
78,3,319.0,[-120  210 -150],"[256.55896986909823, -253.5392187648335, 195.381513042347]","[0.28045851724530313, 0.7171459496081599, 0.3385452223127573]",0.06809149550491492,14.68612185097064,0.33614968916622034,Loss
81,6,467.74,[-120  160 -150 -200 -200  210],"[139.116787473369, -226.7241803929493, 129.02286731355125, 120.29462962798662, 120.29462962798662, -219.14321655528354]","[0.41820568541695236, 0.6939314381943493, 0.43663762126902256, 0.4539375297930359, 0.4539375297930359, 0.6866610511751939]",0.01792925493543341,55.77476607930371,2.14331085564159,Loss
36,5,381.01,[-200  110 -120 -120 -150],"[123.40756451042772, -252.64078349073102, 146.22623069834978, 146.22623069834978, 133.85134444330845]","[0.4476124173285655, 0.7164253124380084, 0.4061305723455166, 0.4061305723455166, 0.42762208717702094]",0.022618538677863422,44.211521099667316,1.4039209616346282,Loss
50,4,60.68,[ 110 -120 -150  160],"[-294.9741913561269, 180.6746660968853, 155.57305720888795, -250.35089538958005]","[0.7468189006054945, 0.3562843821660815, 0.39127755128846325, 0.7145718726113062]",0.07439486073084053,13.441788722718155,1.2089527066713455,Loss
4,4,123.26,[-120  210 -120  160],"[199.28641745099983, -239.79976824061217, 199.28641745099983, -259.6569908457867]","[0.33412809325492476, 0.705709040009733, 0.33412809325492476, 0.7219573022483584]",0.05688047033382179,17.580726638355316,1.0959225287679413,Loss
2,4,203.14,[ 160 -120  160 -150],"[-254.06094494557857, 187.92575857236824, -254.06094494557857, 159.82099426014204]","[0.7175627489347332, 0.3473117531958005, 0.7175627489347332, 0.3848803684427304]",0.06882797778156283,14.528975457824263,1.167317619507997,Loss
6,2,93.35,[-120 -120],"[559.2233009708739, 559.2233009708739]","[0.15169366715758467, 0.15169366715758467]",0.023010968655716082,43.457536054293534,-0.6966126656848306,Loss
54,5,252.51,[-200  210 -120 -200  160],"[126.23891736482545, -224.68106208623527, 153.00316708236363, 126.23891736482545, -235.1011897491172]","[0.44201060173366763, 0.692005442641308, 0.39525196918758576, 0.44201060173366763, 0.7015826769374713]",0.03749106538311232,26.6730216861334,1.6728612922337005,Loss
4,3,240.97,[210 210 160],"[-298.8477554047116, -298.8477554047116, -387.72614017982875]","[0.7492777666542719, 0.7492777666542719, 0.7949669050686331]",0.4463080713611564,2.240604784381753,1.293522438377177,Loss
54,4,478.57,[-150 -200 -120 -200],"[140.67067927773, 127.68780487804878, 156.59248624072745, 127.68780487804878]","[0.4155055376920329, 0.43919787471077215, 0.38972302527277813, 0.43919787471077215]",0.031235850905108328,32.01449523619219,0.6836243123863552,Loss
93,4,222.53,[ 160  160 -150  210],"[-265.8742045601417, -265.8742045601417, 173.4933627380296, -243.38519160186468]","[0.7266820159671514, 0.7266820159671514, 0.36563958627320237, 0.7087818506863737]",0.13685309444272475,7.3071055066169235,1.527785468893879,Loss
63,2,394.96,[210 160],"[-462.123733171986, -2102.1953896816703]","[0.8221032237231579, 0.9545907686172864]",0.7847721482166383,1.2742552118757755,0.7766939923404443,Win
18,3,471.54,[-200  210 -120],"[153.9008221930867, -250.0494931221627, 240.22186095438465]","[0.39385457335759205, 0.7143261111219456, 0.29392585097113305]",0.08269327695313576,12.092881511597657,0.40210653545067077,Loss
90,5,439.72,[-120 -200 -150 -120 -200],"[142.0893397401673, 121.61462300076163, 131.05712409717663, 142.0893397401673, 121.61462300076163]","[0.4130706461809895, 0.4512337617705684, 0.43279340721795967, 0.4130706461809895, 0.4512337617705684]",0.0150360055611308,66.50702514935715,1.1614022231210752,Loss
44,6,112.25,[-200  160  210  160  210 -150],"[125.07512359821536, -233.4401971921221, -223.59928203926995, -233.4401971921221, -223.59928203926995, 136.4828733236489]","[0.44429610168074973, 0.700096146649104, 0.6909758285932642, 0.700096146649104, 0.6909758285932642, 0.42286360358595887]",0.04396569010549045,22.745008610137106,2.6493036557514453,Loss
34,2,253.05,[-150 -150],"[248.27586206896552, 248.27586206896552]","[0.2871287128712871, 0.2871287128712871]",0.08244289775512204,12.129607609988112,-0.4257425742574258,Loss
74,5,180.39,[-200 -200  160 -120  210],"[126.23891736482545, 126.23891736482545, -235.1011897491172, 153.00316708236363, -224.68106208623527]","[0.44201060173366763, 0.44201060173366763, 0.7015826769374713, 0.39525196918758576, 0.692005442641308]",0.03749106538311232,26.6730216861334,1.6728612922337005,Loss
62,6,205.93,[ 210 -150  210  110 -150  210],"[-224.01023091609926, 137.1856693101662, -224.01023091609926, -258.6366092861721, 137.1856693101662, -224.01023091609926]","[0.6913677703408864, 0.4216106322563301, 0.6913677703408864, 0.7211662239417238, 0.4216106322563301, 0.6913677703408864]",0.04236291899740107,23.605549940063128,2.6384907994770432,Loss
100,4,186.8,[ 160  210 -200  160],"[-261.8326058256122, -241.06495414583281, 144.02208428950064, -261.8326058256122]","[0.7236291080738154, 0.706800717035143, 0.4097989749213146, 0.7236291080738154]",0.15167007632386528,6.593258368675654,1.5638579081040884,Loss
14,4,414.92,[160 160 110 110],"[-264.00414372171633, -264.00414372171633, -331.29403869813217, -331.29403869813217]","[0.7252778526706809, 0.7252778526706809, 0.7681396193143509, 0.7681396193143509]",0.31037673730887055,3.221890946694413,1.9868349439700639,Loss
95,3,231.55,[ 210 -150  210],"[-269.8125065465591, 235.60528992878938, -269.8125065465591]","[0.7295927037897241, 0.2979690815398606, 0.7295927037897241]",0.15861058493331487,6.304749461837197,0.7571544891193087,Loss
48,6,266.61,[ 210  210 -200  160 -120 -150],"[-221.97022627999542, -221.97022627999542, 123.3249649732124, -230.96165501325783, 146.0330738576073, 133.7218209383497]","[0.6894122753044971, 0.6894122753044971, 0.4477779723910173, 0.697850193563982, 0.40644941930805384, 0.4278590659550682]",0.02582796557096718,38.71772235611483,2.358761201827116,Loss
15,4,491.4,[-150  160 -150  160],"[157.21596724667347, -251.78803038725218, 157.21596724667347, -251.78803038725218]","[0.38877835256665344, 0.7157379121457916, 0.38877835256665344, 0.7157379121457916]",0.07743052331547366,12.914803583668414,1.2090325294248903,Loss
72,4,39.39,[-150  210 -200 -150],"[148.66739686016794, -230.5187966481982, 132.54129709496297, 148.66739686016794]","[0.40214359124944943, 0.6974453464852733, 0.43003114392693426, 0.40214359124944943]",0.048503423602544095,20.617101345141915,0.9317636729111065,Win
78,3,249.1,[-150 -120 -200],"[165.42185338865838, 197.76767259198013, 142.16939078751858]","[0.3767587285044293, 0.3358322921005137, 0.41293410234384587]",0.05224762177873014,19.139627143892266,0.12552512294878904,Loss
87,5,389.29,[ 210 -200 -200 -150  110],"[-223.05669906942956, 124.49188503434095, 124.49188503434095, 135.55885827521817, -255.69039538131597]","[0.6904568136551518, 0.4454504000654759, 0.4454504000654759, 0.42452234966754565, 0.7188566199748083]",0.041809797317279115,23.917838979494906,1.7247365834284576,Win
62,4,84.07,[-150  160 -120 -200],"[148.42113552248207, -244.06137589391065, 168.86240956839208, 132.3944156642374]","[0.4025422385646813, 0.7093541821130356, 0.3719374536608935, 0.4303029387095068]",0.04570027532317476,21.88170624637127,0.9141368130481171,Loss
40,2,309.65,[160 210],"[-2102.1953896816703, -462.123733171986]","[0.9545907686172864, 0.8221032237231579]",0.7847721482166383,1.2742552118757755,0.7766939923404443,Win
85,2,127.34,[160 110],"[-555.619509239624, 639.0993566833461]","[0.8474725071619997, 0.13529980657640217]",0.11466286629783717,8.721219277760742,-0.017227686261598096,Loss
80,5,435.03,[-200 -150 -200 -120 -200],"[120.61002178649238, 129.50717404865875, 120.61002178649238, 139.82151877420443, 120.61002178649238]","[0.4532885640924353, 0.4357162272356619, 0.4532885640924353, 0.4169767605139366, 0.4532885640924353]",0.016921539535632548,59.09627772900031,1.2125586800269041,Loss
82,6,170.28,[ 160  160 -150 -150 -150  210],"[-230.26550650929323, -230.26550650929323, 132.94799885920716, 132.94799885920716, 132.94799885920716, -221.50944707725228]","[0.6972133085984681, 0.6972133085984681, 0.42928035651613217, 0.42928035651613217, 0.42928035651613217, 0.6889671488378629]",0.026494327440089085,37.74392847907814,2.3712348355831954,Loss
53,3,171.24,[-120  210  210],"[403.896373056995, -275.42307494470447, -275.42307494470447]","[0.19845350224159908, 0.7336338475872085, 0.7336338475872085]",0.10681137057216611,9.362299113317334,0.665721197416016,Loss
24,2,303.12,[ 210 -200],"[-307.2405470635559, 218.9824457006843]","[0.7544448834452785, 0.313496875291484]",0.23651611353974267,4.228041739033422,0.06794175873676256,Win
26,2,99.95,[ 110 -200],"[-790.1960784313725, 188.79056047197642]","[0.8876651982378855, 0.34627170582226763]",0.30737334239289393,3.253372567103655,0.2339369040601531,Win
89,5,149.6,[-150 -120  210 -200  160],"[139.7562720426138, 155.17968663609412, -225.50072628354462, 127.12157249602205, -236.36784873500451]","[0.41709023562989916, 0.39188072263215723, 0.6927810234349839, 0.44029283040364414, 0.702706425789281]",0.03503446134312863,28.543324534262652,1.6447512378899654,Loss
60,6,214.15,[ 210 -200  160 -200 -200  210],"[-220.33085000293306, 121.56662642655348, -228.49461481542383, 121.56662642655348, 121.56662642655348, -220.33085000293306]","[0.687822762000337, 0.4513315096808983, 0.6955810065373873, 0.4513315096808983, 0.4513315096808983, 0.687822762000337]",0.030254345813515313,33.053102723288006,2.425221059580756,Loss
41,6,183.28,[-200 -150  160 -120  110  210],"[121.86730318397956, 131.44873426865647, -228.91485365866026, 142.66534562871522, -248.42214765475745, -220.6113767351676]","[0.4507198607677525, 0.4320611228053811, 0.6959699481867196, 0.412090155439841, 0.7129918385696669, 0.6880959090774801]",0.02740110941054818,36.49487270814829,2.391928834846841,Loss
29,5,267.19,[ 160 -150  160 -120  210],"[-242.92058771476732, 147.13054056259256, -242.92058771476732, 166.78183574987546, -229.66942588690446]","[0.7083872955356724, 0.40464444326609755, 0.7083872955356724, 0.3748381133929831, 0.6966658350832152]",0.05302532814548864,18.858912051543417,1.8929229828136407,Loss
15,2,303.82,[ 160 -150],"[-414.8347425057648, 367.4641148325358]","[0.8057629143027769, 0.2139201637666326]",0.17236893458472918,5.801509433293171,0.0196830780694095,Loss
45,3,287.67,[ 210 -150  210],"[-269.8125065465591, 235.60528992878938, -269.8125065465591]","[0.7295927037897241, 0.2979690815398606, 0.7295927037897241]",0.15861058493331487,6.304749461837197,0.7571544891193087,Loss
65,2,330.54,[ 110 -120],"[-2402.4390243902412, 812.043010752688]","[0.9600389863547758, 0.10964395189813725]",0.10526246844021948,9.500062223677745,0.06968293825291294,Loss
89,6,160.8,[ 110 -200 -150  110 -150  210],"[-245.15305875559312, 120.64030437315203, 129.55373261964334, -245.15305875559312, 129.55373261964334, -219.46610590262566]","[0.7102734642985993, 0.45322635084330587, 0.43562785435379503, 0.7102734642985993, 0.43562785435379503, 0.6869777477098609]",0.029808511067911193,33.54746561214519,2.4320067358579553,Loss
